,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.74,0.55,0.75,0.77,0.64,0.3
l2j.csv,0.69,0.37,0.32,0.38,0.32,0.81
mule.csv,0.68,0.16,0.28,0.5,0.38,0.24
springside.csv,0.56,0.82,0.35,0.73,0.67,0.43
swtfox.csv,0.19,0.53,0.6,0.23,0.25,0.2
twostep.csv,0.86,0.94,0.7,0.85,0.74,0.56
