,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.08,0.81,0.0,0.1,0.15,0.3,0.0
l2j.csv,0.62,0.86,0.33,0.97,0.38,0.99,1.0
libmesh.csv,0.92,0.43,0.0,0.07,0.92,0.3,0.0
mvdsv.csv,0.0,0.0,1.0,0.2,0.04,0.0,0.0
nova.csv,1.0,0.86,0.0,0.4,0.38,0.82,1.0
proftp.csv,0.23,0.38,0.67,0.97,0.19,0.28,0.0
