,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.08,0.89,0.0,0.15,0.21,0.45,0.0
l2j.csv,0.37,0.28,0.1,0.69,0.28,0.99,0.03
libmesh.csv,0.62,0.23,0.0,0.09,0.87,0.42,0.0
mvdsv.csv,0.0,0.0,1.0,0.33,0.07,0.0,0.0
nova.csv,1.0,0.35,0.0,0.44,0.34,0.79,0.04
proftp.csv,0.17,0.24,0.25,0.98,0.23,0.43,0.0
