,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.68,0.98,0.16,0.42,0.05,0.53,0.54,0.38,0.33,0.23,0.55,0.18,0.65
freewrl.csv,0.6,0.67,0.13,0.62,0.1,0.96,0.51,0.55,0.27,0.09,0.76,0.3,0.73
fulguro.csv,0.33,0.37,0.4,0.21,0.14,0.31,0.1,0.18,0.24,0.24,0.16,0.95,0.34
google-web-toolkit.csv,0.43,0.14,0.06,0.66,0.11,0.27,1.0,0.46,0.33,0.23,0.53,0.14,0.51
jcache.csv,0.17,0.15,0.12,0.33,0.04,0.07,0.41,0.11,0.13,0.14,0.99,0.13,0.28
jstock.csv,0.51,0.74,0.22,0.49,0.15,0.0,0.29,0.22,0.92,0.24,0.44,0.15,0.14
mimosa.csv,0.66,0.74,0.23,0.99,0.14,0.0,0.57,0.55,0.36,0.42,0.75,0.2,0.73
miranda.csv,0.58,0.45,0.19,0.33,0.13,0.07,0.31,0.39,0.3,0.3,0.56,0.24,0.99
ns-3-dev-def-routing.csv,0.55,0.59,0.23,0.14,0.11,0.47,0.26,0.95,0.12,0.36,0.15,0.07,0.52
ossbuild.csv,0.61,0.53,0.97,0.46,0.24,0.48,0.4,0.53,0.33,0.31,0.34,0.18,0.65
qtractor.csv,1.0,0.42,0.28,0.61,0.09,0.56,0.41,0.55,0.35,0.26,0.67,0.19,0.68
quarkplayer.csv,0.12,0.33,0.0,0.0,0.9,0.43,0.07,0.19,0.14,0.31,0.0,0.0,0.02
synergyspace.csv,0.07,0.58,0.25,0.05,0.05,0.29,0.23,0.25,0.25,0.96,0.0,0.0,0.09
