,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.64,0.95,0.47,0.45,0.18,0.56,0.51,0.41,0.69,0.46,0.5,0.36,0.61
freewrl.csv,0.64,0.65,0.34,0.61,0.45,0.96,0.45,0.67,0.46,0.12,0.79,0.36,0.76
fulguro.csv,0.25,0.3,0.69,0.13,0.36,0.22,0.06,0.11,0.15,0.23,0.15,0.91,0.25
google-web-toolkit.csv,0.36,0.08,0.06,0.58,0.27,0.19,1.0,0.49,0.38,0.31,0.65,0.27,0.43
jcache.csv,0.11,0.09,0.09,0.29,0.09,0.04,0.31,0.06,0.15,0.12,0.97,0.18,0.17
jstock.csv,0.43,0.92,0.94,0.37,0.45,0.0,0.19,0.16,0.92,0.23,0.29,0.18,0.08
mimosa.csv,0.79,0.94,1.0,1.0,0.45,0.0,0.54,0.77,0.62,0.77,0.71,0.55,0.81
miranda.csv,0.46,0.36,0.28,0.24,0.45,0.04,0.2,0.37,0.23,0.31,0.41,0.64,0.99
ns-3-dev-def-routing.csv,0.43,0.64,0.69,0.08,0.36,0.37,0.16,0.9,0.08,0.31,0.09,0.09,0.39
ossbuild.csv,0.5,0.44,0.94,0.34,0.82,0.44,0.29,0.52,0.23,0.31,0.21,0.64,0.57
qtractor.csv,1.0,0.35,0.78,0.53,0.36,0.52,0.31,0.55,0.31,0.27,0.53,0.55,0.62
quarkplayer.csv,0.07,0.22,0.0,0.0,0.82,0.33,0.03,0.16,0.15,0.5,0.0,0.0,0.01
synergyspace.csv,0.04,0.61,0.88,0.03,0.09,0.19,0.14,0.21,0.15,0.92,0.0,0.0,0.05
