,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.22,0.55,0.54,0.92,0.25,0.42,0.19,0.56,0.24,0.3
flylegacy.csv,0.5,0.26,0.99,0.28,0.74,0.19,0.35,0.65,0.5,0.56
jguard.csv,0.45,0.77,0.78,0.24,0.73,1.0,0.35,0.78,0.48,0.54
m-a-d-n-e-s-s.csv,0.5,0.74,0.72,0.17,0.55,0.44,0.19,0.62,0.98,0.48
mob-sen-plat.csv,0.45,0.98,0.59,0.19,0.4,0.54,0.26,0.72,0.48,0.33
raygina.csv,1.0,0.16,0.54,0.27,0.37,0.2,0.32,0.54,0.41,0.3
st-filteredstatistics.csv,0.47,0.36,0.61,0.26,0.3,0.54,0.22,1.0,0.38,0.21
upp-mirror.csv,0.62,0.05,0.71,0.38,0.98,0.35,0.37,0.47,0.49,0.53
wishmaster.csv,0.17,0.62,0.68,0.05,0.53,0.09,1.0,0.47,0.26,0.47
yarp.csv,0.16,0.34,0.31,0.12,0.25,0.21,0.08,0.42,0.3,0.94
