,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,4.0,6.0,0.0,0.0,1.0,2.0,8.0,0.0,6.0,0.0
flylegacy.csv,2.0,5.0,0.0,1.0,1.0,1.0,15.0,0.0,3.0,0.0
jguard.csv,2.0,4.0,0.0,1.0,1.0,0.0,11.0,0.0,4.0,0.0
m-a-d-n-e-s-s.csv,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
mob-sen-plat.csv,2.0,0.0,1.0,31.0,1.0,5.0,7.0,1.0,1.0,1.0
raygina.csv,0.0,2.0,0.0,2.0,0.0,7.0,3.0,0.0,2.0,0.0
st-filteredstatistics.csv,7.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0
upp-mirror.csv,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0
wishmaster.csv,2.0,3.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
yarp.csv,4.0,0.0,2.0,2.0,0.0,2.0,10.0,0.0,3.0,0.0
