,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.19,0.47,0.43,0.88,0.19,0.48,0.25,0.46,0.24,0.34
flylegacy.csv,0.49,0.21,0.99,0.54,0.65,0.16,0.55,0.54,0.62,0.46
jguard.csv,0.39,0.6,0.61,0.55,0.45,1.0,0.55,0.69,0.59,0.29
m-a-d-n-e-s-s.csv,0.52,0.65,0.61,0.38,0.47,0.53,0.32,0.52,0.97,0.45
mob-sen-plat.csv,0.54,0.98,0.47,0.39,0.36,0.66,0.45,0.64,0.6,0.32
raygina.csv,1.0,0.11,0.45,0.49,0.29,0.2,0.47,0.45,0.41,0.28
st-filteredstatistics.csv,0.55,0.28,0.5,0.58,0.23,0.66,0.39,1.0,0.5,0.15
upp-mirror.csv,0.7,0.04,0.62,0.64,0.99,0.27,0.62,0.36,0.55,0.61
wishmaster.csv,0.14,0.57,0.59,0.05,0.45,0.09,1.0,0.38,0.37,0.54
yarp.csv,0.14,0.25,0.23,0.17,0.19,0.23,0.09,0.32,0.36,0.9
