,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.83,0.81,0.68,0.59,0.54,0.69,0.94,0.75,0.41,0.54,0.92,0.51,0.51,0.64,0.4,0.72,0.69
bwapi.csv,0.39,0.37,0.4,0.49,0.42,0.41,0.37,0.44,0.51,0.46,0.39,0.4,0.33,0.45,0.38,0.56,0.55
co-ode-owl-plugins.csv,0.86,0.94,0.65,0.97,0.61,0.95,0.0,0.94,0.92,0.66,0.0,0.96,0.97,0.98,0.77,0.55,0.67
firebreath.csv,0.57,0.55,0.56,0.67,0.5,0.65,0.57,0.49,0.47,0.57,0.48,0.5,0.51,0.54,0.62,0.79,0.55
frogatto.csv,0.44,0.43,0.46,0.56,0.36,0.51,0.38,0.49,0.37,0.58,0.5,0.42,0.43,0.51,0.46,0.49,0.45
gretl.csv,0.4,0.54,0.49,0.5,0.39,0.42,0.33,0.56,0.36,0.43,0.92,0.44,0.54,0.55,0.42,0.46,0.65
jasperreports.csv,0.67,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.96,0.0,0.0,0.0
konversation.csv,0.5,0.5,0.9,0.83,0.9,0.0,0.0,0.0,0.67,0.67,0.0,0.89,0.88,0.93,0.75,0.8,0.0
linuxsh.csv,0.56,0.9,0.52,0.8,0.45,0.52,0.84,0.52,0.4,0.56,0.67,0.9,0.96,0.77,0.5,0.61,0.62
moviesandbox.csv,0.59,0.93,0.68,0.81,0.5,0.67,0.82,0.81,0.63,0.53,0.94,0.73,0.78,0.73,0.61,0.58,0.84
ontomorphtab.csv,0.44,0.67,0.5,0.57,0.65,0.43,0.42,0.41,0.36,0.44,0.65,0.51,0.67,0.43,0.35,0.65,0.49
opengs.csv,0.67,0.45,0.86,0.98,0.67,0.95,0.67,0.95,0.63,0.64,0.5,0.38,0.45,0.53,0.85,0.8,0.86
scite-ru.csv,0.49,0.75,0.46,0.57,0.39,0.49,0.76,0.62,0.48,0.42,0.36,0.92,0.89,0.57,0.46,0.94,0.44
tokratan.csv,0.0,0.5,0.5,0.67,0.59,0.5,0.75,0.0,0.0,0.92,0.67,0.75,0.83,0.83,0.0,0.0,0.0
vrjuggler.csv,0.5,0.9,0.55,0.78,0.9,0.56,0.83,0.4,0.63,0.66,0.93,0.92,0.94,0.63,0.55,0.89,0.49
wxcode.csv,0.86,0.0,0.0,0.91,0.0,0.0,0.83,0.5,0.5,0.88,0.0,0.9,0.86,0.98,0.0,0.0,0.86
xuggle.csv,0.57,0.62,0.75,0.97,0.43,0.77,0.65,0.53,0.55,0.53,0.83,0.65,0.57,0.56,0.83,0.71,0.8
