,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv
alleg.csv,0.79,0.86,0.73,0.66,0.67,0.62,0.75,0.72,0.68,0.68,0.96,0.56,0.02,0.73,0.65,0.85,0.78
bwapi.csv,0.41,0.8,0.67,0.83,0.71,0.95,0.79,0.96,0.61,0.49,0.88,0.69,0.7,0.64,0.65,0.02,0.96
co-ode-owl-plugins.csv,0.83,0.67,0.53,0.79,0.52,0.86,1.0,0.0,0.67,0.85,1.0,0.87,0.84,0.7,0.73,0.97,1.0
firebreath.csv,0.64,0.78,0.5,0.65,0.51,0.07,0.6,0.94,0.67,0.56,0.87,0.97,0.89,0.95,0.6,0.63,0.58
frogatto.csv,0.49,0.76,0.65,0.71,0.58,0.54,0.7,0.6,0.65,0.59,0.75,0.81,0.74,0.55,0.06,0.94,0.52
gretl.csv,0.81,0.66,0.58,0.87,0.94,0.92,0.85,0.59,0.96,0.89,0.89,0.01,0.79,0.27,0.92,1.0,0.96
jasperreports.csv,0.94,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12,1.0,1.0,1.0
konversation.csv,0.94,0.82,0.17,0.98,0.8,0.98,1.0,1.0,0.94,1.0,1.0,0.95,0.94,0.81,0.89,0.96,1.0
linuxsh.csv,0.89,0.09,0.48,0.77,0.64,0.58,0.76,1.02,0.77,0.66,0.76,0.82,0.85,0.67,0.73,0.89,0.73
moviesandbox.csv,0.7,0.76,0.4,0.62,0.0,0.6,0.78,0.31,0.83,0.68,0.79,0.68,0.79,0.53,0.71,0.81,0.89
ontomorphtab.csv,0.03,0.75,0.52,0.57,0.76,0.61,0.73,0.83,0.6,0.54,0.59,0.66,0.76,0.42,0.47,0.75,0.67
opengs.csv,0.75,0.79,0.75,0.68,0.59,0.79,0.9,0.79,0.0,0.6,0.94,0.54,0.66,0.49,0.76,0.97,0.72
scite-ru.csv,0.73,0.91,0.83,0.76,0.84,0.78,0.24,0.91,0.76,0.95,1.0,0.92,0.95,0.6,0.87,0.88,0.78
tokratan.csv,1.0,1.0,1.0,0.93,0.77,0.98,0.91,1.0,1.0,0.13,1.0,0.97,0.96,0.96,1.0,0.99,0.86
vrjuggler.csv,0.97,0.92,0.57,0.66,0.87,0.83,0.84,0.97,0.84,0.55,0.06,0.84,0.9,0.83,0.72,0.98,0.66
wxcode.csv,0.93,1.0,0.92,0.94,1.0,1.0,0.91,1.0,1.0,0.87,1.0,0.93,0.94,0.85,1.0,1.0,0.0
xuggle.csv,0.91,0.49,0.43,0.15,0.63,0.84,0.71,0.74,0.69,0.83,0.94,0.94,0.81,0.98,0.82,0.77,0.31
