,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.62,0.52,0.67,0.83,0.37,0.65,0.59,0.53,0.84,0.74,0.75,0.69,0.72,0.58,1.0,0.46,0.53,1.0,0.79,0.69
ardour.csv,0.69,0.5,0.41,0.72,0.11,0.27,0.69,0.65,0.52,0.45,0.25,0.45,0.7,0.28,0.54,0.06,0.61,0.79,0.43,0.77
arianne.csv,0.74,0.7,0.98,0.94,0.97,1.0,0.93,1.0,0.96,1.0,1.0,0.99,0.98,0.89,1.0,0.15,0.92,0.84,0.99,1.0
bacnet.csv,0.54,0.34,0.5,0.55,0.51,0.42,0.57,0.6,0.64,0.58,0.5,0.34,0.68,0.34,0.71,0.17,0.44,0.61,0.76,0.54
cortex-vfx.csv,0.53,0.4,0.54,0.68,0.1,0.42,0.28,0.28,0.56,0.53,0.3,0.12,0.57,0.4,0.5,0.46,0.58,0.56,0.36,0.69
emeraldemu.csv,0.76,0.82,0.48,0.68,0.14,0.04,0.24,0.02,0.67,0.03,0.0,0.02,0.55,0.43,0.86,0.0,0.42,0.73,0.19,0.92
fritzing.csv,0.72,0.39,0.85,0.69,0.65,0.62,0.57,0.77,0.58,0.79,0.3,0.42,0.91,0.49,0.75,0.0,0.58,0.38,0.73,0.65
gnupdate.csv,0.68,0.45,0.35,0.53,0.79,0.5,0.39,0.4,0.59,0.26,0.8,0.48,0.48,0.37,0.43,0.62,0.61,0.78,0.17,0.58
grafx2.csv,0.67,0.63,0.48,0.71,0.14,0.54,0.65,0.74,0.69,0.66,0.35,0.5,0.73,0.65,0.5,0.23,0.64,0.32,0.55,0.73
gstreamer.csv,0.82,0.76,0.65,0.72,0.94,0.38,0.67,0.37,0.76,0.34,0.65,0.9,0.77,0.69,0.82,0.79,0.69,0.94,0.71,0.73
keyczar.csv,0.04,0.18,0.13,0.21,0.11,0.12,0.21,0.16,0.08,0.08,0.0,0.47,0.02,0.15,0.0,0.71,0.19,0.0,0.14,0.04
linux-ntfs.csv,0.21,0.68,0.65,0.73,0.41,0.42,0.73,0.4,0.52,0.82,0.15,0.28,0.6,0.54,0.29,0.75,0.69,0.23,0.69,0.77
multitude.csv,0.86,0.82,0.93,0.75,0.94,0.73,0.69,0.72,0.83,0.87,0.85,0.97,0.97,0.68,0.75,0.83,0.75,0.97,0.52,1.0
planeshift.csv,0.89,0.83,0.93,0.86,0.89,0.88,0.7,0.74,0.84,1.0,0.95,0.82,0.95,0.77,1.0,0.92,0.78,1.0,0.92,0.96
rsyslog.csv,0.61,0.7,0.87,0.78,0.48,0.77,0.73,0.67,0.75,0.21,0.4,0.44,0.68,0.74,0.68,0.15,0.78,0.95,0.46,0.88
salasaga.csv,0.6,0.46,0.7,0.71,0.9,0.62,0.78,0.72,0.72,0.82,0.55,0.45,0.9,0.46,0.75,0.46,0.64,0.58,0.76,0.69
wow-qrsk.csv,0.1,0.59,0.65,0.65,0.14,0.08,0.1,0.28,0.85,0.45,0.2,0.12,0.09,0.15,0.93,0.0,0.08,0.71,0.28,0.77
xmoto.csv,0.32,0.29,0.83,0.63,0.63,0.54,0.48,0.44,0.62,0.16,0.5,0.4,0.69,0.49,0.82,0.44,0.75,0.36,0.96,1.0
xuggle.csv,0.65,0.69,0.72,0.64,0.32,0.58,0.85,0.81,0.68,0.82,0.65,0.74,0.84,0.69,0.5,0.21,0.42,0.42,0.87,0.69
yield.csv,0.9,0.84,0.85,0.89,0.73,0.85,0.8,0.81,0.85,0.82,0.75,0.65,0.91,0.75,0.96,0.38,0.78,0.94,0.83,0.85
