,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.46,0.51,0.61,0.4,0.65,0.58,0.45,0.4,0.42,0.41,0.47,0.45,0.41,0.5,0.53,0.58,0.48,0.42,0.38,0.37
ardour.csv,0.39,0.51,0.77,0.46,0.89,0.57,0.33,0.31,0.62,0.5,0.67,0.41,0.39,0.68,0.4,0.8,0.37,0.35,0.49,0.33
arianne.csv,0.52,0.48,0.49,0.37,0.46,0.52,0.37,0.53,0.42,0.39,0.46,0.38,0.37,0.46,0.54,0.91,0.45,0.44,0.39,0.4
bacnet.csv,0.45,0.68,0.67,0.54,0.63,0.73,0.43,0.39,0.58,0.55,0.49,0.6,0.41,0.61,0.46,0.89,0.67,0.42,0.33,0.39
cortex-vfx.csv,0.47,0.61,0.71,0.49,0.86,0.53,0.73,0.59,0.62,0.46,0.91,0.97,0.46,0.57,0.44,0.48,0.44,0.69,0.64,0.39
emeraldemu.csv,0.48,0.47,0.68,0.56,0.9,0.0,0.79,0.0,0.69,0.67,0.0,0.75,0.47,0.56,0.5,0.0,0.55,0.5,0.98,0.38
fritzing.csv,0.48,0.63,0.58,0.47,0.5,0.52,0.46,0.36,0.73,0.4,0.89,0.5,0.39,0.52,0.48,0.5,0.59,0.79,0.38,0.38
gnupdate.csv,0.55,0.6,0.61,0.48,0.47,0.73,0.63,0.78,0.48,0.74,0.7,0.62,0.53,0.71,0.58,0.49,0.57,0.46,0.98,0.5
grafx2.csv,0.45,0.44,0.7,0.49,0.91,0.54,0.4,0.33,0.55,0.44,0.84,0.44,0.4,0.44,0.44,0.69,0.45,0.71,0.41,0.41
gstreamer.csv,0.45,0.47,0.51,0.41,0.45,0.53,0.39,0.57,0.42,0.62,0.42,0.4,0.39,0.44,0.43,0.47,0.51,0.42,0.41,0.39
keyczar.csv,0.92,0.82,0.98,0.82,0.97,0.89,0.93,0.96,0.94,0.89,0.67,0.65,0.89,0.95,0.0,0.46,0.86,0.0,0.98,0.5
linux-ntfs.csv,0.87,0.4,0.53,0.43,0.53,0.5,0.37,0.42,0.5,0.4,0.67,0.63,0.46,0.49,0.77,0.42,0.45,0.98,0.37,0.45
multitude.csv,0.42,0.43,0.51,0.38,0.43,0.5,0.37,0.39,0.41,0.38,0.42,0.37,0.37,0.44,0.42,0.43,0.45,0.41,0.45,0.4
planeshift.csv,0.42,0.41,0.45,0.38,0.43,0.49,0.41,0.34,0.42,0.36,0.45,0.39,0.35,0.42,0.53,0.44,0.44,0.42,0.35,0.39
rsyslog.csv,0.47,0.44,0.52,0.39,0.57,0.5,0.33,0.35,0.44,0.82,0.83,0.46,0.39,0.44,0.42,0.91,0.41,0.42,0.48,0.37
salasaga.csv,0.41,0.55,0.43,0.39,0.4,0.54,0.33,0.35,0.44,0.38,0.38,0.51,0.34,0.43,0.37,0.4,0.48,0.38,0.33,0.34
wow-qrsk.csv,0.9,0.47,0.48,0.57,0.9,0.5,0.95,0.64,0.59,0.56,0.8,0.96,0.91,0.92,0.49,0.0,0.75,0.44,0.82,0.37
xmoto.csv,0.61,0.72,0.54,0.52,0.47,0.53,0.48,0.43,0.68,0.9,0.45,0.59,0.39,0.47,0.47,0.46,0.46,0.71,0.38,0.39
xuggle.csv,0.42,0.36,0.64,0.46,0.7,0.46,0.34,0.41,0.58,0.41,0.42,0.36,0.39,0.42,0.45,0.54,0.52,0.51,0.36,0.39
yield.csv,0.43,0.39,0.49,0.35,0.47,0.45,0.34,0.38,0.41,0.38,0.46,0.36,0.36,0.38,0.44,0.43,0.4,0.41,0.34,0.36
