,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.1,0.0,0.54,0.67,0.42,0.0,0.75,0.77,0.9,0.94,0.36,0.71,0.73,0.93,0.5,0.79,0.89,0.78,0.6,0.94
bibletime.csv,0.63,0.59,0.85,0.65,0.73,0.62,0.65,0.69,0.5,0.7,0.78,0.6,0.87,0.86,0.67,0.68,0.7,0.61,1.0,0.98
critterding.csv,0.55,0.62,1.0,0.73,0.87,0.64,0.8,0.76,0.81,0.79,0.83,0.56,1.0,0.36,1.0,0.88,0.82,0.56,1.0,0.84
etics.csv,0.38,0.62,0.77,0.41,0.63,0.74,0.15,0.56,0.69,0.66,0.75,0.51,0.93,0.43,0.33,0.7,0.49,0.47,0.6,0.78
fmri-dmt.csv,0.69,0.56,0.69,0.65,0.64,0.95,0.25,0.64,0.5,0.26,0.42,0.56,0.33,0.71,1.0,0.71,0.51,0.58,0.2,0.33
genecys.csv,0.75,0.85,0.62,0.61,0.79,0.48,0.5,0.78,0.71,0.87,0.56,0.82,0.77,0.43,0.83,0.64,0.37,0.5,0.4,0.8
genoviz.csv,0.03,0.24,0.08,0.18,0.15,0.29,0.1,0.1,0.24,0.28,0.31,0.2,0.47,0.14,0.17,0.18,0.11,0.19,1.0,0.23
kftpgrabber.csv,0.03,0.71,0.38,0.37,0.31,0.95,0.25,0.32,0.0,0.53,0.56,0.36,0.9,0.71,0.5,0.82,0.39,0.47,1.0,0.95
kvs.csv,0.27,0.26,0.46,0.43,0.12,0.24,0.65,0.34,0.03,0.28,0.44,0.4,0.13,0.71,0.83,0.24,0.32,0.17,1.0,0.42
mcore3d.csv,0.11,0.5,0.15,0.58,0.7,0.69,0.8,0.56,0.92,0.77,0.72,0.53,0.63,0.71,1.0,0.52,0.65,0.67,1.0,0.66
miranda.csv,0.0,0.0,0.31,0.34,0.25,0.0,0.3,0.44,0.68,0.68,0.03,0.4,0.47,1.0,0.17,0.58,0.63,0.61,0.8,0.75
modplug.csv,0.79,0.85,1.0,0.68,0.91,0.86,0.85,0.87,0.94,0.94,0.92,0.73,1.0,0.79,0.5,0.91,0.88,0.83,1.0,0.93
monetdb.csv,0.48,0.5,0.08,0.33,0.6,0.36,0.0,0.19,0.48,0.64,0.61,0.47,0.7,0.36,0.17,0.3,0.51,0.44,0.4,0.41
netatalk.csv,0.55,0.35,0.92,0.68,0.38,0.62,0.8,0.8,0.74,0.72,0.72,0.75,0.63,0.64,1.0,0.7,0.56,0.56,0.8,0.83
ogrehg.csv,0.27,0.59,0.54,0.47,0.71,0.88,0.2,0.64,0.87,0.74,0.81,0.67,0.7,0.29,0.83,0.59,0.46,0.5,1.0,0.84
passwordsafe.csv,0.36,0.44,0.62,0.54,0.7,0.5,0.2,0.7,0.9,0.77,0.78,0.65,0.93,0.79,0.33,0.82,0.65,0.67,0.8,0.72
projecteqemu.csv,0.64,0.35,0.77,0.37,0.46,0.81,0.1,0.43,0.5,0.57,0.72,0.47,0.67,0.79,0.67,0.56,0.56,0.42,1.0,0.79
reactos-mirror.csv,0.63,0.68,1.0,0.59,0.74,0.71,0.55,0.75,0.76,0.79,0.81,0.75,0.83,1.0,0.83,0.76,0.67,0.72,0.8,1.0
xbplayer.csv,0.29,0.5,0.31,0.43,0.42,0.71,0.15,0.39,0.55,0.51,0.61,0.55,0.97,0.36,0.33,0.55,0.42,0.53,1.0,0.69
xmoto.csv,0.45,0.24,0.62,0.49,0.45,0.57,0.7,0.51,0.58,0.66,0.44,0.51,0.6,0.93,0.5,0.65,0.56,0.75,0.6,0.57
