,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.12,0.0,0.58,0.66,0.45,0.0,0.5,0.71,0.74,0.58,0.41,0.62,0.69,0.42,0.54,0.71,0.69,0.53,0.46,0.62
bibletime.csv,0.61,0.59,0.42,0.63,0.64,0.63,0.59,0.62,0.51,0.65,0.7,0.62,0.73,0.36,0.6,0.67,0.66,0.61,0.43,0.36
critterding.csv,0.56,0.64,0.0,0.6,0.53,0.61,0.6,0.62,0.78,0.7,0.6,0.6,0.52,0.38,0.36,0.63,0.65,0.56,0.52,0.52
etics.csv,0.43,0.63,0.78,0.46,0.61,0.72,0.18,0.59,0.69,0.65,0.71,0.56,0.77,0.48,0.37,0.7,0.54,0.52,0.62,0.68
fmri-dmt.csv,0.55,0.47,0.45,0.46,0.5,0.21,0.28,0.48,0.51,0.29,0.44,0.25,0.32,0.2,0.96,0.39,0.43,0.44,0.2,0.36
genecys.csv,0.62,0.64,0.34,0.57,0.48,0.49,0.49,0.52,0.7,0.56,0.57,0.46,0.33,0.43,0.48,0.45,0.4,0.45,0.42,0.5
genoviz.csv,0.04,0.28,0.1,0.21,0.18,0.34,0.12,0.12,0.28,0.33,0.36,0.24,0.52,0.17,0.2,0.22,0.13,0.23,0.98,0.27
kftpgrabber.csv,0.04,0.54,0.43,0.41,0.35,0.44,0.29,0.36,0.0,0.57,0.58,0.41,0.85,0.66,0.47,0.69,0.43,0.52,0.86,0.13
kvs.csv,0.31,0.3,0.5,0.47,0.15,0.27,0.68,0.38,0.04,0.32,0.47,0.44,0.16,0.64,0.5,0.28,0.36,0.2,0.43,0.44
mcore3d.csv,0.13,0.52,0.18,0.6,0.68,0.65,0.57,0.58,0.56,0.64,0.61,0.55,0.64,0.65,0.6,0.56,0.65,0.66,0.52,0.64
miranda.csv,0.0,0.0,0.36,0.39,0.29,0.0,0.33,0.48,0.61,0.66,0.04,0.42,0.5,0.0,0.2,0.61,0.61,0.57,0.68,0.72
modplug.csv,0.54,0.59,0.0,0.58,0.43,0.56,0.6,0.64,0.77,0.58,0.5,0.73,0.47,0.66,0.29,0.27,0.6,0.66,0.49,0.24
monetdb.csv,0.5,0.53,0.1,0.37,0.6,0.41,0.0,0.23,0.53,0.65,0.62,0.53,0.68,0.41,0.2,0.34,0.54,0.48,0.45,0.44
netatalk.csv,0.57,0.39,0.35,0.66,0.42,0.62,0.5,0.68,0.65,0.56,0.64,0.5,0.58,0.65,0.49,0.62,0.55,0.56,0.31,0.57
ogrehg.csv,0.31,0.62,0.57,0.51,0.64,0.78,0.23,0.66,0.82,0.7,0.74,0.61,0.68,0.33,0.71,0.61,0.51,0.54,0.67,0.61
passwordsafe.csv,0.41,0.49,0.54,0.57,0.63,0.54,0.23,0.69,0.8,0.71,0.75,0.69,0.7,0.59,0.36,0.73,0.67,0.64,0.73,0.59
projecteqemu.csv,0.62,0.4,0.74,0.42,0.51,0.74,0.12,0.48,0.53,0.59,0.71,0.52,0.69,0.7,0.65,0.58,0.6,0.47,0.49,0.69
reactos-mirror.csv,0.65,0.65,0.09,0.58,0.59,0.68,0.52,0.58,0.66,0.72,0.72,0.71,0.75,0.0,0.64,0.71,0.67,0.64,0.59,0.0
xbplayer.csv,0.33,0.53,0.36,0.47,0.46,0.71,0.18,0.44,0.58,0.55,0.62,0.54,0.81,0.4,0.37,0.59,0.47,0.57,0.85,0.63
xmoto.csv,0.47,0.28,0.62,0.52,0.48,0.58,0.59,0.54,0.58,0.63,0.46,0.56,0.62,0.59,0.49,0.66,0.6,0.73,0.63,0.55
