,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.9,1.0,0.49,0.51,0.67,1.0,0.83,0.51,0.56,0.77,0.65,0.65,0.52,0.87,0.56,0.54,0.64,0.8,0.85,0.74
bibletime.csv,0.57,0.58,0.87,0.56,0.64,0.49,0.67,0.63,0.67,0.58,0.56,0.5,0.56,0.91,0.67,0.48,0.55,0.56,0.87,0.9
critterding.csv,0.58,0.48,1.0,0.7,0.8,0.59,0.73,0.69,0.39,0.57,0.73,0.45,0.82,0.8,0.9,0.72,0.66,0.62,0.82,0.81
etics.csv,0.63,0.51,0.3,0.62,0.58,0.44,0.86,0.51,0.45,0.51,0.47,0.5,0.55,0.59,0.76,0.42,0.52,0.55,0.51,0.6
fmri-dmt.csv,0.75,0.83,0.87,0.87,0.82,0.95,0.92,0.84,0.67,0.86,0.76,1.02,0.97,0.99,0.19,0.9,0.88,0.88,1.15,0.77
genecys.csv,0.68,0.7,0.96,0.66,0.83,0.71,0.75,0.81,0.44,0.78,0.58,0.85,0.93,0.81,0.84,0.87,0.73,0.85,0.79,0.83
genoviz.csv,0.97,0.77,0.92,0.82,0.85,0.72,0.9,0.9,0.77,0.72,0.7,0.8,0.54,0.86,0.85,0.82,0.89,0.81,0.09,0.77
kftpgrabber.csv,0.97,0.79,0.62,0.7,0.74,0.86,0.75,0.71,1.0,0.52,0.53,0.64,0.34,0.55,0.8,0.6,0.64,0.54,0.44,0.97
kvs.csv,0.77,0.8,0.59,0.64,0.88,0.83,0.39,0.73,0.99,0.74,0.66,0.65,0.87,0.6,0.82,0.81,0.77,0.86,0.87,0.72
mcore3d.csv,0.9,0.65,0.85,0.51,0.47,0.56,0.76,0.55,0.78,0.65,0.68,0.58,0.49,0.58,0.77,0.53,0.51,0.51,0.82,0.53
miranda.csv,1.0,1.0,0.71,0.68,0.77,1.0,0.84,0.6,0.64,0.51,0.97,0.78,0.62,1.0,0.84,0.48,0.57,0.67,0.61,0.44
modplug.csv,0.79,0.75,1.0,0.71,0.86,0.78,0.74,0.7,0.56,0.77,0.83,0.37,0.85,0.64,1.02,0.93,0.75,0.66,0.84,0.94
monetdb.csv,0.66,0.61,0.92,0.7,0.57,0.66,1.0,0.82,0.53,0.47,0.53,0.53,0.48,0.66,0.84,0.73,0.58,0.62,0.62,0.68
netatalk.csv,0.57,0.68,0.91,0.51,0.7,0.53,0.83,0.62,0.61,0.76,0.62,0.83,0.67,0.46,0.84,0.65,0.66,0.62,0.93,0.77
ogrehg.csv,0.74,0.48,0.53,0.58,0.6,0.48,0.84,0.45,0.36,0.49,0.49,0.63,0.49,0.73,0.59,0.5,0.55,0.53,0.71,0.73
passwordsafe.csv,0.65,0.58,0.75,0.54,0.62,0.56,0.86,0.47,0.45,0.52,0.42,0.36,0.65,0.74,0.78,0.53,0.41,0.56,0.51,0.72
projecteqemu.csv,0.58,0.66,0.43,0.64,0.56,0.48,0.9,0.59,0.6,0.53,0.42,0.54,0.41,0.57,0.54,0.52,0.47,0.59,0.84,0.59
reactos-mirror.csv,0.46,0.55,0.98,0.6,0.73,0.52,0.72,0.73,0.61,0.51,0.53,0.49,0.48,1.0,0.68,0.49,0.47,0.61,0.74,1.0
xbplayer.csv,0.74,0.61,0.7,0.64,0.64,0.42,0.85,0.63,0.5,0.52,0.5,0.68,0.52,0.69,0.76,0.5,0.59,0.5,0.47,0.61
xmoto.csv,0.71,0.77,0.56,0.6,0.65,0.58,0.71,0.58,0.61,0.57,0.73,0.5,0.49,0.77,0.74,0.45,0.48,0.4,0.44,0.66
