,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.98,0.0,0.5,0.42,0.57,0.0,0.4,0.46,0.39,0.36,0.63,0.38,0.38,0.41,0.67,0.36,0.4,0.47,0.41,0.34
bibletime.csv,0.41,0.43,0.4,0.41,0.39,0.48,0.38,0.4,0.34,0.34,0.35,0.4,0.4,0.39,0.33,0.36,0.41,0.42,0.32,0.33
critterding.csv,0.52,0.64,0.38,0.48,0.41,0.5,0.35,0.47,0.4,0.38,0.39,0.44,0.42,0.52,0.32,0.37,0.42,0.51,0.36,0.36
etics.csv,0.84,0.6,0.5,0.6,0.46,0.49,0.92,0.62,0.39,0.43,0.42,0.47,0.44,0.73,0.54,0.4,0.7,0.58,0.53,0.38
fmri-dmt.csv,0.58,0.69,0.49,0.61,0.61,0.44,0.8,0.64,0.89,0.98,0.84,0.57,0.72,0.48,0.83,0.49,0.65,0.64,0.42,0.97
genecys.csv,0.52,0.56,0.47,0.54,0.47,0.68,0.5,0.57,0.53,0.45,0.68,0.43,0.49,0.68,0.36,0.49,0.83,0.6,0.44,0.41
genoviz.csv,0.95,0.82,0.5,0.94,0.95,0.81,0.67,0.94,0.56,0.93,0.73,0.82,0.67,0.5,0.9,0.92,0.83,0.86,0.78,0.85
kftpgrabber.csv,0.96,0.43,0.67,0.57,0.59,0.4,0.88,0.56,0.0,0.46,0.55,0.55,0.4,0.32,0.4,0.34,0.6,0.52,0.36,0.34
kvs.csv,0.65,0.55,0.56,0.64,0.95,0.68,0.62,0.65,0.75,0.79,0.53,0.61,0.88,0.47,0.31,0.9,0.71,0.93,0.32,0.5
mcore3d.csv,0.99,0.41,0.75,0.51,0.41,0.4,0.39,0.45,0.41,0.33,0.35,0.46,0.41,0.41,0.33,0.41,0.41,0.44,0.38,0.39
miranda.csv,0.0,0.0,0.7,0.62,0.75,0.0,0.66,0.6,0.32,0.4,0.67,0.56,0.52,0.42,0.83,0.46,0.42,0.5,0.4,0.37
modplug.csv,0.4,0.46,0.38,0.43,0.41,0.42,0.33,0.48,0.43,0.34,0.41,0.46,0.41,0.38,0.33,0.38,0.44,0.41,0.33,0.35
monetdb.csv,0.54,0.68,0.5,0.59,0.48,0.9,0.86,0.97,0.61,0.49,0.58,0.5,0.48,0.7,0.83,0.78,0.62,0.57,0.89,0.58
netatalk.csv,0.45,0.48,0.4,0.44,0.56,0.4,0.4,0.49,0.39,0.42,0.37,0.37,0.48,0.4,0.34,0.35,0.45,0.51,0.36,0.34
ogrehg.csv,0.99,0.63,0.61,0.6,0.45,0.41,0.7,0.52,0.4,0.42,0.41,0.42,0.42,0.7,0.45,0.42,0.69,0.58,0.3,0.36
passwordsafe.csv,0.87,0.68,0.49,0.55,0.49,0.6,0.66,0.58,0.42,0.45,0.48,0.5,0.44,0.47,0.52,0.38,0.63,0.5,0.44,0.43
projecteqemu.csv,0.51,0.67,0.48,0.66,0.6,0.43,0.75,0.65,0.38,0.44,0.45,0.48,0.49,0.35,0.5,0.46,0.6,0.65,0.33,0.37
reactos-mirror.csv,0.56,0.54,0.39,0.51,0.43,0.51,0.46,0.47,0.37,0.37,0.41,0.43,0.45,0.42,0.33,0.45,0.53,0.48,0.36,0.35
xbplayer.csv,0.69,0.55,0.86,0.53,0.5,0.48,0.8,0.55,0.42,0.56,0.44,0.4,0.36,0.53,0.54,0.41,0.62,0.46,0.35,0.36
xmoto.csv,0.44,0.73,0.48,0.52,0.47,0.38,0.37,0.45,0.35,0.41,0.38,0.53,0.42,0.38,0.41,0.36,0.46,0.41,0.73,0.36
