,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,97.5,191.0,65.5,96.5,98.5,98.5,386.5,96.5,89.5,95.5
arsenal-1.csv,98.5,98.5,96.5,102.0,98.5,321.0,234.0,93.5,89.5,95.5
barracudamvc.csv,94.5,94.5,195.0,98.5,98.5,97.5,1579.0,195.5,196.5,197.5
irplus.csv,98.5,191.0,87.5,96.5,98.5,98.5,555.5,195.0,95.5,95.5
lite.csv,95.5,420.5,186.0,120.0,98.5,96.5,353.5,96.5,95.5,85.5
mumble.csv,97.5,92.5,285.5,93.5,98.5,97.5,1049.5,96.5,95.5,194.5
ontopia.csv,97.5,191.0,187.0,89.5,98.5,97.5,315.5,96.5,196.5,197.5
openintents.csv,99.0,94.5,195.0,98.5,98.5,96.5,1958.0,96.5,196.5,197.5
ta3d.csv,97.5,39.5,285.5,93.5,551.0,98.5,377.5,170.0,38.5,194.5
tweetsharp.csv,99.0,98.5,195.0,98.5,270.5,84.5,820.5,195.5,196.5,197.5
