,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.68,0.68,0.61,0.5,0.34,0.39,0.53,0.69,0.42,0.41,0.37,0.89,0.52,0.91,0.54,0.53,0.98,0.79
cornerstone.csv,0.58,0.74,0.88,0.62,0.4,0.68,0.6,0.7,0.49,0.34,0.96,0.96,0.69,1.0,0.54,0.91,0.6,0.93
emeraldemu.csv,0.51,0.49,0.55,0.67,0.28,0.26,0.2,0.94,0.32,0.41,0.45,0.3,0.48,0.3,0.43,0.38,0.52,0.29
grafx2.csv,0.76,0.76,0.73,0.67,0.5,0.45,0.6,0.69,0.44,0.59,0.69,0.63,0.57,0.95,0.57,0.68,0.76,0.64
jahshakafx.csv,0.96,0.46,0.39,0.21,0.24,0.13,0.27,0.34,0.23,0.16,0.47,0.19,0.41,0.26,0.24,0.24,0.39,0.14
kindb.csv,0.82,0.92,0.85,0.79,0.44,0.55,0.93,0.84,0.68,0.5,0.92,0.78,0.69,0.74,0.62,0.94,0.85,0.64
maya-work-in-progress.csv,0.91,0.75,0.82,0.83,0.82,0.54,0.93,0.74,0.68,0.94,0.76,0.44,0.76,0.51,0.68,0.62,0.88,0.71
netatalk.csv,0.59,0.63,0.61,0.62,0.24,0.32,0.6,0.54,0.34,0.31,0.51,0.59,0.44,0.35,0.45,0.56,0.42,1.0
novembre.csv,0.49,0.54,0.7,0.21,0.26,0.24,1.0,0.42,0.23,0.22,0.29,0.07,0.3,0.12,0.3,0.21,0.51,0.14
ns-3.csv,0.87,0.65,0.61,0.46,0.38,1.0,0.93,0.66,0.63,0.38,0.37,0.81,0.86,1.0,0.53,0.79,0.75,0.93
nullc.csv,0.82,1.0,1.0,1.0,1.0,0.83,0.87,0.82,0.76,0.81,0.73,0.78,0.93,0.91,0.88,0.71,0.97,0.79
open-beos.csv,0.62,0.58,0.61,0.42,0.46,0.47,0.47,0.59,0.94,0.34,0.61,0.48,0.56,0.7,0.57,0.38,0.67,0.36
planeshift.csv,0.85,0.83,0.82,0.67,0.46,0.66,1.0,0.8,0.73,0.53,0.49,0.81,1.0,0.72,0.59,0.91,0.83,0.93
plee-the-bear.csv,0.06,0.28,0.76,0.08,0.14,0.4,0.0,0.01,0.21,0.19,0.33,0.33,0.41,0.53,0.11,0.47,0.18,0.14
reaper-ecad.csv,0.86,0.46,0.7,1.0,0.44,0.56,0.53,0.74,0.34,0.62,0.86,0.04,0.68,0.23,0.54,0.47,0.58,0.57
sbml.csv,0.84,0.89,0.82,0.88,0.58,0.59,0.8,0.8,0.74,0.66,0.69,0.56,0.72,0.51,1.0,0.88,0.76,0.5
unimrcp.csv,0.44,0.29,0.3,0.21,0.26,0.07,0.27,0.38,0.12,0.03,0.27,0.93,0.2,0.19,0.13,0.32,0.4,0.29
unladen-swallow.csv,0.17,0.63,0.36,0.08,0.32,0.43,0.33,0.14,0.17,0.22,0.57,0.33,0.56,0.35,0.54,0.38,0.34,0.43
