,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.46,0.55,0.62,0.6,0.57,0.63,0.48,0.53,0.69,0.74,0.57,0.44,0.44,0.57,0.46,0.39,0.44,0.55
cornerstone.csv,0.5,0.46,0.57,0.63,0.61,0.48,0.44,0.43,0.71,0.62,0.47,0.42,0.4,0.53,0.52,0.47,0.48,0.46
emeraldemu.csv,0.5,0.65,0.67,0.64,0.6,0.69,0.86,0.63,0.73,0.73,0.51,0.72,0.47,0.64,0.51,0.46,0.47,0.86
grafx2.csv,0.38,0.43,0.49,0.61,0.58,0.49,0.39,0.46,0.58,0.5,0.41,0.43,0.39,0.44,0.41,0.37,0.41,0.55
jahshakafx.csv,0.5,0.64,0.94,0.78,0.54,0.96,0.7,0.84,0.92,0.83,0.5,0.89,0.51,0.67,0.75,0.67,0.55,0.75
kindb.csv,0.36,0.36,0.42,0.41,0.42,0.45,0.33,0.37,0.41,0.48,0.33,0.42,0.37,0.34,0.42,0.36,0.35,0.41
maya-work-in-progress.csv,0.47,0.44,0.43,0.44,0.46,0.43,0.33,0.42,0.4,0.5,0.38,0.57,0.34,0.39,0.39,0.35,0.34,0.48
netatalk.csv,0.46,0.46,0.59,0.55,0.58,0.58,0.5,0.61,0.74,0.8,0.44,0.54,0.45,0.56,0.46,0.37,0.53,0.71
novembre.csv,0.51,0.54,0.62,0.68,0.62,0.69,0.69,0.75,0.94,0.88,0.74,0.8,0.7,0.8,0.67,0.86,0.48,0.8
ns-3.csv,0.47,0.54,0.55,0.62,0.58,0.49,0.38,0.48,0.48,0.76,0.56,0.48,0.37,0.54,0.53,0.49,0.43,0.47
nullc.csv,0.52,0.48,0.4,0.53,0.46,0.47,0.4,0.42,0.49,0.51,0.44,0.47,0.36,0.55,0.42,0.54,0.38,0.49
open-beos.csv,0.56,0.63,0.65,0.58,0.46,0.64,0.52,0.54,0.59,0.7,0.44,0.71,0.44,0.66,0.48,0.57,0.43,0.82
planeshift.csv,0.48,0.43,0.44,0.68,0.48,0.47,0.33,0.39,0.48,0.59,0.49,0.44,0.37,0.35,0.47,0.43,0.37,0.45
plee-the-bear.csv,0.99,0.9,0.96,0.67,0.92,0.84,0.83,0.94,0.93,0.96,0.67,0.73,0.67,0.78,0.96,0.55,0.97,0.85
reaper-ecad.csv,0.53,0.71,0.55,0.96,0.61,0.51,0.57,0.52,0.66,0.57,0.37,0.8,0.39,0.9,0.51,0.41,0.51,0.43
sbml.csv,0.47,0.46,0.47,0.54,0.44,0.46,0.33,0.42,0.4,0.55,0.42,0.43,0.35,0.4,0.39,0.39,0.39,0.43
unimrcp.csv,0.63,0.88,0.98,0.9,0.5,0.92,0.88,0.88,0.96,0.5,0.95,0.68,0.97,0.89,0.9,0.64,0.55,0.75
unladen-swallow.csv,0.98,1.0,0.8,0.97,0.88,0.72,0.78,0.99,0.98,0.96,0.46,0.68,0.5,0.72,0.58,0.59,0.74,0.67
