,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.51,0.17,0.13,0.21,0.74,0.72,0.32,0.54,0.67,0.57,0.64,0.26,0.78,0.54,0.79,1.0,0.98,0.38
cornerstone.csv,0.34,0.2,0.13,0.24,0.87,0.7,0.23,0.36,0.42,0.69,1.0,0.27,0.81,0.53,0.71,0.69,0.62,0.28
emeraldemu.csv,0.58,0.2,0.15,0.25,0.93,0.8,0.43,1.0,0.65,0.87,0.51,0.44,0.92,0.93,0.94,1.0,0.72,0.57
grafx2.csv,0.51,0.19,0.11,0.27,0.81,0.77,0.29,0.49,0.53,0.68,0.61,0.4,0.88,1.0,0.84,0.85,0.71,0.45
jahshakafx.csv,0.99,0.28,0.19,0.22,0.92,0.76,0.4,0.61,0.65,0.83,0.68,0.56,0.87,0.92,0.9,0.89,0.72,0.5
kindb.csv,0.48,0.18,0.1,0.23,0.92,0.72,0.33,0.39,0.49,0.7,0.58,0.44,0.82,0.78,0.9,0.97,0.67,0.33
maya-work-in-progress.csv,0.36,0.16,0.09,0.23,0.82,0.77,0.35,0.44,0.51,1.0,0.48,0.4,0.81,0.79,0.85,0.91,0.62,0.48
netatalk.csv,0.6,0.24,0.13,0.27,1.0,0.77,0.5,0.61,0.75,1.0,0.64,0.57,0.9,0.94,0.83,1.0,0.76,1.0
novembre.csv,0.54,0.22,0.17,0.12,1.0,0.8,0.94,0.62,0.58,0.88,0.61,0.4,0.94,1.0,0.85,1.0,0.78,0.4
ns-3.csv,0.39,0.18,0.07,0.17,0.79,1.0,0.3,0.34,0.44,0.41,0.5,0.26,0.77,0.54,0.73,0.73,0.57,0.29
nullc.csv,0.28,0.12,0.06,0.13,1.0,0.66,0.27,0.32,0.39,0.37,0.61,0.27,0.75,0.53,0.71,0.69,0.55,0.27
open-beos.csv,0.35,0.13,0.09,0.16,0.88,0.65,0.28,0.5,1.0,0.55,0.53,0.27,0.84,0.47,0.74,0.93,0.69,0.29
planeshift.csv,0.38,0.17,0.06,0.12,0.79,0.72,0.33,0.39,0.49,0.5,0.62,0.3,1.0,0.78,0.79,0.7,0.57,0.31
plee-the-bear.csv,0.08,0.08,1.0,0.67,0.58,0.65,0.0,0.12,0.3,0.21,0.44,0.18,0.82,0.45,0.35,0.73,0.48,0.1
reaper-ecad.csv,0.32,0.12,0.1,0.96,0.96,0.73,0.35,0.42,0.43,0.45,0.52,0.2,0.82,1.0,0.8,0.94,0.69,0.38
sbml.csv,0.4,0.14,0.07,0.17,0.85,0.71,0.28,0.4,0.46,0.52,0.62,0.36,0.82,0.88,0.99,0.73,0.63,0.3
unimrcp.csv,0.67,0.27,0.19,0.25,0.93,0.85,0.5,0.74,0.74,0.5,0.68,1.0,0.91,0.89,1.0,1.0,0.8,1.0
unladen-swallow.csv,0.38,0.8,0.06,0.07,0.67,0.63,0.28,0.26,0.37,0.29,0.44,0.16,0.74,0.6,0.63,0.76,0.49,0.22
