,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv
ardour.csv,0.43,0.54,0.47,0.57,0.86,0.68,0.63,0.4,0.6,0.63,0.67,0.91,0.67,0.87,0.57,0.47,0.04,0.52
cornerstone.csv,0.65,0.47,0.39,0.47,0.66,0.66,0.85,0.63,0.68,0.66,0.04,0.97,0.6,1.0,0.7,0.88,0.61,0.87
emeraldemu.csv,0.51,0.57,0.49,0.44,0.73,0.75,0.81,0.06,0.69,0.6,0.71,0.72,0.53,0.7,0.57,0.62,0.54,0.72
grafx2.csv,0.4,0.48,0.46,0.42,0.74,0.61,0.68,0.44,0.62,0.45,0.56,0.5,0.49,0.05,0.5,0.41,0.45,0.46
jahshakafx.csv,0.04,0.56,0.62,0.8,0.77,0.88,0.75,0.66,0.78,0.84,0.58,0.82,0.62,0.74,0.77,0.77,0.64,0.86
kindb.csv,0.42,0.56,0.53,0.44,0.59,0.61,0.7,0.6,0.57,0.52,0.71,0.43,0.57,0.35,0.41,0.09,0.54,0.59
maya-work-in-progress.csv,0.7,0.56,0.53,0.43,0.84,0.56,0.65,0.49,0.54,0.06,0.89,0.61,0.62,0.51,0.42,0.4,0.69,0.41
netatalk.csv,0.44,0.45,0.47,0.45,0.76,0.7,0.46,0.49,0.67,0.69,0.57,0.44,0.58,0.65,0.59,0.44,0.6,0.0
novembre.csv,0.55,0.53,0.37,0.82,0.74,0.77,0.03,0.59,0.78,0.78,0.74,0.93,0.7,0.88,0.71,0.79,0.52,0.86
ns-3.csv,0.6,0.53,0.64,0.63,0.77,0.0,0.83,0.67,0.65,0.72,0.74,0.86,0.82,0.97,0.67,0.66,0.73,0.85
nullc.csv,0.92,1.0,0.99,1.0,0.0,0.84,0.89,0.8,0.82,0.98,0.56,0.8,0.98,0.9,0.88,0.75,0.97,0.82
open-beos.csv,0.64,0.64,0.57,0.66,0.6,0.72,0.7,0.49,0.06,0.68,0.69,0.7,0.56,0.94,0.64,0.62,0.5,0.72
planeshift.csv,0.63,0.56,0.8,0.79,0.77,0.61,0.75,0.59,0.58,0.59,0.6,0.71,0.0,0.37,0.55,0.82,0.78,0.77
plee-the-bear.csv,0.99,0.83,0.24,0.92,0.97,0.74,1.01,0.99,0.85,0.94,0.8,0.88,0.66,0.87,1.01,0.65,0.85,0.98
reaper-ecad.csv,0.82,0.7,0.5,0.01,0.57,0.6,0.6,0.53,0.72,0.63,0.84,0.96,0.58,0.77,0.56,0.53,0.53,0.55
sbml.csv,0.57,0.7,0.68,0.62,0.62,0.63,0.8,0.56,0.63,0.53,0.54,0.58,0.57,0.49,0.03,0.7,0.6,0.65
unimrcp.csv,0.57,0.72,0.7,0.8,0.75,0.93,0.74,0.62,0.88,0.97,0.75,0.07,0.81,0.81,0.87,0.68,0.62,0.71
unladen-swallow.csv,0.83,0.37,0.74,0.93,1.0,0.76,0.74,0.88,0.85,0.86,0.86,0.93,0.77,0.7,0.88,0.67,0.79,0.79
