,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.45,0.71,0.76,0.44,0.25,0.07,0.62,0.35,0.81,0.18,1.0,0.31,1.0,0.76,0.89,0.28
arsenal-1.csv,0.46,0.6,0.5,0.7,0.0,0.04,1.0,0.5,0.57,0.73,0.0,0.29,1.0,0.79,0.95,0.5
bnetd.csv,0.3,0.78,0.49,0.55,0.11,0.04,0.82,0.23,0.78,0.36,0.94,0.28,0.9,0.72,0.88,0.28
cascading.csv,0.34,0.82,0.46,0.51,0.1,0.05,0.65,0.31,0.85,0.69,1.0,0.26,0.82,0.78,0.87,0.36
fm-classic.csv,0.3,0.43,0.78,0.62,0.0,0.33,0.6,0.45,0.83,0.6,1.0,0.67,0.95,0.67,1.0,0.41
free-evolution.csv,0.34,0.84,0.62,0.5,0.1,0.0,0.64,0.23,0.79,0.48,0.95,0.29,0.71,0.94,0.86,0.29
gnome-jabber.csv,0.3,0.92,0.56,0.88,0.11,0.08,0.55,0.26,0.85,0.44,0.98,0.27,0.67,0.68,0.85,0.35
guineu.csv,0.5,1.0,0.47,0.44,0.0,0.04,0.43,0.09,0.76,0.53,0.95,0.32,0.73,0.8,1.0,0.44
ipfilter.csv,0.26,0.78,0.45,0.44,0.06,0.04,0.37,0.39,0.78,0.37,0.95,0.2,0.96,0.7,0.86,0.23
jruby.csv,0.31,0.85,0.0,0.43,0.11,0.03,0.0,1.0,0.77,0.34,0.95,0.5,0.67,0.75,0.88,0.23
l2j.csv,0.35,0.76,0.59,0.57,0.32,0.04,0.65,0.19,0.77,0.63,0.94,0.31,0.62,0.87,0.85,0.27
libmesh.csv,0.24,0.71,0.35,0.0,0.0,0.06,0.35,0.46,0.73,1.0,0.0,0.22,0.0,0.61,0.9,0.17
mvdsv.csv,0.0,0.0,0.88,0.0,0.75,0.0,0.86,0.2,0.88,1.0,1.0,0.0,1.0,1.0,0.86,0.0
stajistics.csv,0.28,0.79,0.46,0.5,0.09,0.02,0.58,0.48,0.8,0.5,0.95,0.25,0.7,0.75,0.85,0.55
twostep.csv,0.3,0.78,0.62,0.46,0.13,0.04,0.63,0.39,0.86,0.72,0.95,0.31,0.83,0.81,0.87,0.39
x4x.csv,0.34,0.91,0.46,0.49,0.12,0.04,0.65,0.23,0.76,0.3,0.94,0.24,0.67,0.72,0.87,0.27
