,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.8,0.66,0.8,0.77,0.46,0.91,0.56,0.35,0.87
carabiner.csv,0.74,0.65,0.73,0.67,0.54,0.91,0.41,0.72,0.81
grisbi.csv,0.86,0.69,0.88,0.56,0.57,0.91,0.54,0.47,0.86
jmol.csv,0.79,0.65,0.78,0.67,0.48,0.74,0.56,0.47,0.79
minig.csv,0.71,0.67,0.89,0.57,0.58,0.87,0.56,0.41,0.62
mobicents.csv,0.82,0.68,0.86,0.67,0.57,0.86,0.76,0.33,0.83
x4x.csv,0.82,0.62,0.69,0.66,0.47,0.9,0.49,0.33,0.86
zabbix.csv,0.72,0.61,0.52,0.64,0.4,0.67,0.53,0.18,0.77
zxing.csv,0.8,0.6,0.63,0.68,0.43,0.79,0.47,0.41,0.85
