,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.38,0.05,0.0,0.35,0.26,0.12,0.46,0.08
apolloplayer.csv,0.16,0.61,0.01,0.4,0.6,0.33,0.55,0.07
k3d.csv,0.15,0.15,0.14,0.23,0.05,0.6,0.27,0.0
redshell.csv,0.14,0.27,0.0,0.0,0.86,0.24,0.47,0.04
rtb-team.csv,0.2,0.35,0.0,0.73,0.21,0.1,0.39,0.18
xreal.csv,0.08,0.12,0.0,0.45,0.36,0.18,0.04,0.83
xstore.csv,0.22,0.46,0.01,0.3,0.44,0.29,0.7,0.0
