,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.67,0.05,0.0,0.43,0.18,0.16,0.41,0.44
apolloplayer.csv,0.3,0.78,0.76,0.44,0.47,0.71,0.53,0.68
k3d.csv,0.32,0.1,1.0,0.34,0.04,0.81,0.2,0.0
redshell.csv,0.19,0.41,0.0,0.0,0.77,0.53,0.46,0.42
rtb-team.csv,0.16,0.42,0.0,0.81,0.15,0.09,0.32,0.64
xreal.csv,0.1,0.2,0.0,0.38,0.26,0.4,0.02,1.0
xstore.csv,0.51,0.57,0.84,0.24,0.3,0.63,0.68,0.0
