,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.59,0.62,0.31,0.62,0.93
encog-java.csv,0.95,0.08,0.6,0.03,0.0
h2database.csv,0.11,0.94,0.17,0.13,0.1
jaql.csv,0.59,0.64,0.26,0.98,0.49
raven-monitoring.csv,0.2,0.13,0.97,0.2,0.34
