,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.26,0.28,0.41,0.56,0.94
encog-java.csv,0.98,0.13,0.49,0.06,0.0
h2database.csv,0.14,0.97,0.24,0.2,0.17
jaql.csv,0.34,0.34,0.33,0.99,0.54
raven-monitoring.csv,0.15,0.09,0.99,0.26,0.35
