,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.55,0.3,0.54,0.31,0.31,0.45,0.96,0.27,0.2,0.56
gamestone.csv,0.14,1.0,0.39,0.17,0.12,0.11,0.3,0.19,0.21,0.22
gbif-providertoolkit.csv,0.12,0.0,0.29,0.06,0.96,0.15,0.0,0.26,0.21,0.08
heekscad.csv,1.0,0.13,0.62,0.52,0.4,0.38,0.34,0.27,0.36,0.66
igarden.csv,0.55,0.23,0.32,0.95,0.09,0.49,0.27,0.22,0.29,0.44
levent.csv,0.74,0.2,0.5,0.45,0.47,0.99,0.39,0.28,0.18,0.53
owlapi.csv,0.3,0.0,0.16,0.0,0.08,0.08,0.24,0.96,0.25,0.08
pnotepad.csv,0.77,0.29,0.62,0.47,0.28,0.8,0.53,0.28,0.33,0.99
quark.csv,0.03,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.0,0.0
xcsoar.csv,0.68,0.25,0.98,0.37,0.41,0.73,0.44,0.37,0.39,0.48
