,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.57,0.75,0.48,0.61,0.54,0.67,0.68,0.63,0.49,0.6
gamestone.csv,0.86,0.88,0.69,0.94,0.74,0.75,0.88,0.94,0.56,0.83
gbif-providertoolkit.csv,0.83,0.0,0.92,0.0,0.92,0.75,0.0,0.93,0.73,0.5
heekscad.csv,0.44,0.55,0.37,0.35,0.47,0.87,0.77,0.47,0.4,0.5
igarden.csv,0.63,0.72,0.95,0.71,0.89,0.6,0.9,0.95,0.41,0.69
levent.csv,0.45,0.58,0.49,0.54,0.45,0.5,0.52,0.48,0.57,0.6
owlapi.csv,0.88,0.0,0.88,0.0,0.92,0.67,0.92,0.91,0.68,0.5
pnotepad.csv,0.43,0.41,0.35,0.31,0.33,0.39,0.33,0.47,0.34,0.39
quark.csv,0.0,0.0,0.0,0.0,0.67,0.0,0.5,0.67,0.85,0.0
xcsoar.csv,0.43,0.56,0.5,0.56,0.43,0.54,0.44,0.54,0.36,0.53
