,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.41,0.42,0.54,0.59,0.93,0.54,0.55,0.76,0.62,0.91,0.47,0.54,0.43,0.85,0.59,0.7
fontforge.csv,0.92,0.46,0.83,0.86,0.55,0.78,0.67,0.5,0.94,0.45,0.9,0.76,0.81,0.86,0.5,0.88
glas.csv,0.52,0.42,0.74,0.62,0.41,0.38,0.59,0.28,0.51,0.45,0.57,0.45,0.46,0.61,0.4,0.64
hannosset.csv,0.0,0.67,0.0,0.0,0.64,0.83,0.0,0.0,0.5,0.5,0.67,0.8,0.83,0.0,0.83,0.67
hatari.csv,0.5,0.39,0.57,0.4,0.44,0.43,0.58,0.28,0.49,0.49,0.5,0.47,0.42,0.79,0.45,0.63
jaolt.csv,0.4,0.33,0.43,0.33,0.34,0.35,0.38,0.29,0.41,0.34,0.42,0.41,0.4,0.46,0.36,0.41
ltp.csv,0.91,0.7,0.92,0.86,0.46,0.86,0.8,0.86,0.95,0.67,0.5,0.66,0.94,0.75,0.74,0.83
mia.csv,0.88,0.57,0.0,0.9,0.99,0.6,0.83,0.0,0.98,0.62,0.41,0.94,0.65,0.5,0.9,0.92
net-snmp.csv,0.57,0.76,0.71,0.8,0.47,0.67,0.75,0.9,0.85,0.42,0.55,0.9,0.91,0.89,0.88,0.78
opde.csv,0.52,0.36,0.58,0.75,0.46,0.43,0.62,0.64,0.5,0.52,0.45,0.68,0.44,0.91,0.41,0.66
oppna-program-hsatools.csv,0.4,0.37,0.41,0.38,0.34,0.41,0.4,0.29,0.48,0.35,0.42,0.41,0.36,0.68,0.73,0.46
powerfolder-.csv,0.8,0.65,0.0,0.88,0.95,0.95,0.5,0.47,0.88,0.9,0.85,0.83,0.79,0.67,0.83,0.75
qlc.csv,0.68,0.67,0.0,0.75,0.0,0.5,0.0,0.55,0.94,0.0,0.91,0.93,0.5,0.88,0.5,0.91
quantlib.csv,0.92,0.46,0.61,0.63,0.47,0.44,0.57,0.6,0.69,0.78,0.46,0.67,0.42,0.67,0.87,0.92
tcl.csv,0.72,0.4,0.71,0.48,0.83,0.7,0.54,0.33,0.53,0.53,0.67,0.76,0.46,0.63,0.45,0.66
