,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,1.0,0.0,1.0,0.0,2.0,0.0,28.0,10.0,23.0,0.0,0.0,24.0,0.0,6.0,25.0,10.0
fontforge.csv,0.0,3.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,4.0,118.0
glas.csv,3.0,13.0,0.0,1.0,2.0,5.0,21.0,10.0,20.0,0.0,1.0,0.0,2.0,0.0,11.0,3.0
hannosset.csv,0.0,104.0,64.0,69.0,1.0,4.0,52.0,54.0,132.0,1.0,2.0,0.0,0.0,91.0,0.0,1.0
hatari.csv,1.0,3.0,0.0,0.0,0.0,1.0,23.0,1.0,11.0,0.0,1.0,28.0,0.0,7.0,12.0,4.0
jaolt.csv,0.0,3.0,0.0,2.0,2.0,7.0,44.0,1.0,7.0,0.0,2.0,8.0,0.0,6.0,8.0,11.0
ltp.csv,2.0,0.0,2.0,0.0,0.0,1.0,52.0,0.0,0.0,2.0,0.0,55.0,0.0,91.0,3.0,0.0
mia.csv,4.0,1.0,64.0,0.0,2.0,10.0,52.0,0.0,22.0,0.0,2.0,0.0,1.0,0.0,74.0,4.0
net-snmp.csv,0.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,5.0,5.0,0.0,3.0,0.0,4.0,4.0,9.0
opde.csv,0.0,0.0,0.0,0.0,0.0,3.0,52.0,0.0,30.0,0.0,1.0,23.0,0.0,3.0,11.0,4.0
oppna-program-hsatools.csv,0.0,1.0,0.0,0.0,0.0,6.0,52.0,14.0,23.0,0.0,0.0,39.0,0.0,9.0,18.0,10.0
powerfolder-.csv,1.0,0.0,64.0,0.0,2.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,74.0,2.0
qlc.csv,2.0,0.0,64.0,2.0,471.0,161.0,52.0,0.0,0.0,78.0,0.0,195.0,0.0,0.0,74.0,3.0
quantlib.csv,0.0,10.0,0.0,0.0,0.0,14.0,13.0,6.0,10.0,1.0,2.0,12.0,1.0,0.0,1.0,0.0
tcl.csv,1.0,1.0,1.0,0.0,2.0,9.0,25.0,8.0,20.0,0.0,0.0,7.0,1.0,6.0,10.0,16.0
