,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,9.0,0.0,4.0,3.0,0.0,0.0,4.0,12.0,1.0,2.0,2.0,0.0,1.0
cuberok.csv,1.0,1.0,29.0,0.0,0.0,2.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0
exist.csv,1.0,0.0,15.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0
google-web-toolkit.csv,26.0,0.0,14.0,2.0,3.0,1.0,1.0,26.0,1.0,0.0,0.0,15.0,3.0
gwanted.csv,3.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,50.0
ivatamasks.csv,4.0,0.0,26.0,0.0,4.0,1.0,5.0,8.0,2.0,0.0,0.0,12.0,3.0
ivataopenportal.csv,4.0,2.0,58.0,0.0,4.0,0.0,1.0,20.0,8.0,0.0,2.0,22.0,14.0
jaxen.csv,1.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,1.0,51.0,1.0,3.0,50.0
rockbox.csv,11.0,0.0,5.0,2.0,2.0,0.0,8.0,3.0,1.0,0.0,0.0,10.0,0.0
rodin-b-sharp.csv,6.0,0.0,86.0,0.0,4.0,2.0,0.0,25.0,3.0,1.0,0.0,8.0,2.0
tcl.csv,14.0,2.0,86.0,0.0,2.0,0.0,1.0,20.0,11.0,1.0,4.0,12.0,8.0
umber.csv,0.0,1.0,0.0,0.0,1.0,2.0,8.0,11.0,0.0,0.0,0.0,28.0,50.0
wheat.csv,17.0,1.0,33.0,0.0,4.0,1.0,2.0,21.0,8.0,0.0,2.0,9.0,16.0
