,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.5,0.83,0.12,0.5,0.45,0.72,0.34,0.32,0.78,0.33,0.66,1.0,0.67
cuberok.csv,0.06,0.76,0.1,0.4,0.91,0.57,0.48,0.22,0.68,0.56,0.57,0.24,0.6
exist.csv,0.26,0.88,0.12,0.54,0.36,0.64,0.25,0.28,0.97,0.6,0.63,0.33,0.36
google-web-toolkit.csv,0.19,0.75,0.13,0.55,0.4,0.54,0.3,0.18,0.69,0.58,0.99,0.1,0.25
gwanted.csv,0.21,1.0,0.04,0.54,0.5,0.82,0.53,1.0,0.77,0.25,0.62,0.5,0.0
ivatamasks.csv,0.31,1.0,0.06,0.54,0.44,0.56,0.52,0.21,0.66,0.5,0.59,0.1,0.36
ivataopenportal.csv,0.27,0.67,0.03,0.45,0.37,0.99,0.39,0.17,0.62,0.54,0.6,0.15,0.4
jaxen.csv,0.06,1.0,1.0,1.0,0.56,0.33,0.26,0.32,0.8,0.0,0.58,0.25,0.0
rockbox.csv,0.15,0.94,0.2,0.53,0.5,0.73,0.31,0.19,0.67,0.62,0.63,0.19,0.9
rodin-b-sharp.csv,0.62,0.71,0.0,0.51,0.14,0.25,1.0,0.12,0.75,0.62,0.55,0.09,0.33
tcl.csv,0.12,0.54,0.0,0.95,0.4,0.48,0.47,0.21,0.5,0.5,0.57,0.13,0.2
umber.csv,1.0,0.79,0.33,0.49,0.38,0.57,0.29,0.2,0.64,0.52,0.59,0.06,0.0
wheat.csv,0.36,0.65,0.05,0.33,0.29,0.53,0.21,0.11,0.53,1.0,0.53,0.12,0.21
