,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.49,0.18,0.15,0.43,0.43,0.3,0.26,0.3,0.48,0.06,0.31,0.96,0.18
cuberok.csv,0.08,0.73,0.17,0.41,0.93,0.51,0.61,0.34,0.68,0.41,0.57,0.31,0.25
exist.csv,0.34,0.66,0.21,0.53,0.38,0.5,0.25,0.33,0.96,0.42,0.46,0.29,0.27
google-web-toolkit.csv,0.26,0.49,0.21,0.5,0.38,0.41,0.25,0.27,0.39,0.35,0.99,0.12,0.09
gwanted.csv,0.31,0.19,0.08,0.68,0.27,0.15,0.39,0.94,0.25,0.06,0.71,0.08,0.0
ivatamasks.csv,0.45,1.0,0.1,0.61,0.4,0.49,0.58,0.28,0.46,0.33,0.48,0.09,0.3
ivataopenportal.csv,0.42,0.53,0.06,0.53,0.53,0.98,0.53,0.28,0.7,0.68,0.67,0.26,0.58
jaxen.csv,0.06,0.06,1.0,0.05,0.32,0.02,0.15,0.32,0.29,0.0,0.17,0.07,0.0
rockbox.csv,0.12,0.26,0.3,0.51,0.52,0.24,0.3,0.26,0.52,0.53,0.5,0.29,0.92
rodin-b-sharp.csv,0.57,0.25,0.0,0.67,0.07,0.02,0.99,0.14,0.39,0.28,0.3,0.06,0.16
tcl.csv,0.11,0.39,0.0,0.96,0.15,0.43,0.41,0.24,0.22,0.07,0.25,0.1,0.14
umber.csv,0.97,0.45,0.25,0.66,0.2,0.23,0.2,0.17,0.37,0.45,0.31,0.07,0.0
wheat.csv,0.48,0.58,0.09,0.09,0.28,0.6,0.23,0.16,0.59,1.0,0.41,0.18,0.25
