,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.55,0.9,0.8,0.72,0.67,0.81,0.82,0.73,0.66,0.97,0.81,0.08,0.9
cuberok.csv,1.06,0.55,0.49,0.84,0.07,0.65,0.53,0.59,0.53,0.74,0.74,0.62,0.84
exist.csv,0.7,0.49,0.47,0.65,0.75,0.64,0.86,0.64,0.06,0.72,0.7,0.75,0.82
google-web-toolkit.csv,0.85,0.68,0.47,0.66,0.72,0.73,0.83,0.69,0.74,0.78,0.02,0.87,0.95
gwanted.csv,0.91,0.9,0.96,0.78,0.83,0.92,0.7,0.11,0.85,0.97,0.76,0.96,1.0
ivatamasks.csv,0.64,0.0,0.72,0.65,0.7,0.67,0.49,0.68,0.69,0.8,0.71,0.93,0.79
ivataopenportal.csv,0.89,0.72,0.97,0.85,0.98,0.04,0.75,0.86,0.69,0.88,0.76,0.95,0.88
jaxen.csv,0.99,0.97,0.0,0.97,0.78,0.99,0.91,0.69,0.82,1.0,0.9,0.96,1.0
rockbox.csv,0.92,0.85,0.43,0.67,0.57,0.86,0.8,0.7,0.64,0.63,0.68,0.58,0.08
rodin-b-sharp.csv,0.49,0.86,1.0,0.9,0.97,0.99,0.03,0.87,0.74,0.83,0.83,0.96,0.9
tcl.csv,0.93,0.89,1.02,0.06,0.91,0.76,0.68,0.75,0.88,0.97,0.85,0.92,0.93
umber.csv,0.05,0.7,0.8,1.0,0.88,0.86,0.87,0.87,0.76,0.74,0.82,0.94,1.0
wheat.csv,0.53,0.76,0.76,0.95,0.84,0.71,0.93,0.85,0.84,0.0,0.79,0.78,0.99
