,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0
foursquared.csv,0.75,0.89,0.88,0.59,0.5,0.5
ifmo-game-1.csv,0.86,0.75,0.0,0.92,0.95,0.83
micomt.csv,0.69,0.94,0.64,0.33,0.93,0.45
voms.csv,0.6,0.88,0.0,0.8,0.0,0.68
