,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,1.0,0.04,0.0,0.0
foursquared.csv,0.14,0.11,0.33,0.92,0.08,0.0
ifmo-game-1.csv,1.0,0.0,0.0,0.21,0.08,0.0
micomt.csv,0.29,0.22,0.33,1.0,1.0,1.0
voms.csv,0.14,0.89,0.0,0.38,0.08,0.0
