,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.08,0.62,0.93,0.86,0.5,0.27,0.39,0.44,0.6,0.23,0.29,0.77,0.09
flylinkdc.csv,1.0,0.0,0.21,0.37,0.33,0.67,0.41,0.22,0.6,0.27,0.4,0.45,0.43
fw4spl.csv,0.14,0.17,0.29,0.0,0.94,0.47,0.23,0.22,0.0,0.48,0.19,0.49,0.17
grisbi.csv,0.78,0.8,0.6,0.89,0.98,0.97,1.0,0.78,1.0,0.77,0.9,0.81,0.91
mesa3d.csv,0.32,0.26,0.29,0.31,0.4,0.37,0.35,0.33,0.2,0.33,0.4,0.87,0.09
nuttx.csv,0.76,1.0,0.45,0.89,0.71,0.63,0.59,0.22,0.6,0.29,0.38,0.3,0.48
panda3d.csv,0.32,0.15,0.17,0.11,0.33,0.53,0.44,0.89,0.6,0.92,0.37,0.33,0.13
proftp.csv,0.49,0.21,0.36,0.43,0.62,1.0,0.41,0.11,0.4,0.29,0.25,0.28,0.52
qmmp.csv,0.59,0.1,0.43,0.26,0.77,0.53,0.58,0.33,0.4,0.44,0.97,0.29,0.43
skia.csv,0.24,0.07,0.36,0.37,0.38,0.43,0.09,0.0,0.2,0.27,0.29,0.2,0.91
tart.csv,0.0,0.0,0.02,0.0,0.04,0.07,0.03,0.0,0.8,0.0,0.02,0.0,0.0
tcvp.csv,0.14,0.03,0.12,0.29,0.1,0.1,0.18,1.0,0.2,0.1,0.17,0.04,0.13
utgb.csv,0.35,0.11,0.19,1.0,0.23,0.13,0.14,0.0,0.2,0.19,0.05,0.23,0.26
