,flylinkdc.csv,nuttx.csv,dvt.csv,utgb.csv,fw4spl.csv,proftp.csv,grisbi.csv,tcvp.csv,tart.csv,panda3d.csv,qmmp.csv,mesa3d.csv,skia.csv
dvt.csv,0.19,0.8,1.0,0.57,0.1,0.31,0.84,0.21,0.08,0.24,0.35,0.28,0.15
flylinkdc.csv,1.0,0.0,0.33,0.48,0.21,0.61,0.96,0.11,0.08,0.27,0.69,0.31,0.42
fw4spl.csv,0.23,0.94,0.17,0.0,1.0,0.61,0.75,0.08,0.0,0.33,0.52,0.22,0.25
grisbi.csv,0.3,0.81,0.34,0.53,0.14,0.52,1.0,0.11,0.06,0.34,0.56,0.25,0.36
mesa3d.csv,0.24,0.8,0.39,0.65,0.16,0.44,0.79,0.17,0.05,0.43,0.58,0.91,0.4
nuttx.csv,0.3,1.0,0.3,0.57,0.13,0.56,0.83,0.08,0.06,0.39,0.59,0.23,0.35
panda3d.csv,0.27,0.77,0.39,0.8,0.29,0.41,0.85,0.2,0.08,0.98,0.59,0.26,0.27
proftp.csv,0.35,0.84,0.31,0.45,0.18,1.0,0.93,0.5,0.07,0.31,0.64,0.28,0.41
qmmp.csv,0.31,0.72,0.45,0.39,0.2,0.52,0.88,0.06,0.05,0.34,0.98,0.2,0.33
skia.csv,0.64,0.75,0.23,0.54,0.22,0.62,1.0,0.0,0.07,0.41,0.38,0.27,0.95
tart.csv,0.0,0.0,0.5,0.0,0.67,0.5,1.0,0.0,1.0,0.0,0.25,0.0,0.0
tcvp.csv,0.25,0.67,0.56,0.62,0.31,0.33,0.8,1.0,0.07,0.56,0.41,0.16,0.25
utgb.csv,0.52,0.8,0.36,1.0,0.26,0.8,1.0,0.0,0.1,0.39,0.75,0.32,0.6
