,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,14.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,6.0
firebird.csv,34.0,3.0,0.0,0.0,0.0,1.0,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0
flylegacy.csv,7.0,4.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,8.0
gzigzag.csv,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,4.0,2.0
hydrogen.csv,3.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
mcore3d.csv,7.0,3.0,0.0,4.0,0.0,6.0,17.0,2.0,6.0,2.0,4.0,3.0,0.0,14.0,10.0
nabu-library.csv,15.0,5.0,1.0,5.0,0.0,2.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,20.0,22.0
ogrehg.csv,16.0,3.0,1.0,0.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,0.0,31.0,0.0,18.0
qgo.csv,8.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0
qtractor.csv,10.0,3.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,27.0,0.0,9.0
rhex.csv,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,5.0,54.0,0.0,4.0,7.0
rocrail.csv,3.0,1.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0
webdriver.csv,15.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,4.0
xined.csv,92.0,10.0,1.0,3.0,1.0,1.0,1.0,0.0,12.0,3.0,0.0,0.0,2.0,0.0,14.0
yield.csv,3.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,13.0,12.0,24.0
