,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.86,0.81,0.96,0.9,0.01
encog-java.csv,0.0,0.04,0.69,0.03,0.5
h2database.csv,0.16,0.0,0.31,0.02,0.01
jaql.csv,0.38,0.34,0.37,0.0,0.18
raven-monitoring.csv,0.42,0.65,0.0,0.6,0.35
