,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.8,0.44,0.0,0.64,0.54,0.51,0.44,0.75,0.44,0.16,0.66,0.24,0.91,0.28
awemud.csv,0.8,0.15,0.36,0.58,0.63,0.5,0.49,0.84,0.57,0.1,0.71,0.29,0.96,0.48
buddata-ebxml-registry.csv,0.73,0.25,0.31,0.49,0.63,0.4,0.39,0.41,0.52,0.1,0.51,0.2,1.0,0.22
cornerstone.csv,1.0,0.37,0.0,0.71,0.69,0.5,0.62,1.0,0.7,0.08,0.71,0.31,1.0,0.64
firebreath.csv,0.88,0.12,0.17,0.68,0.71,0.59,0.55,0.83,0.58,0.11,0.62,0.23,1.0,0.38
lsb.csv,0.82,0.7,0.34,0.54,0.7,0.47,0.44,0.8,0.6,0.11,0.5,0.21,1.0,0.28
maya-work-in-progress.csv,0.78,0.26,0.53,0.5,0.61,0.42,0.48,0.76,0.53,0.11,0.63,0.22,0.96,0.24
mia.csv,0.74,0.67,0.25,0.37,0.5,0.42,0.47,0.54,0.53,0.23,0.52,0.12,0.83,0.26
open-beos.csv,0.83,0.08,0.37,0.58,0.67,0.58,0.72,0.73,0.5,0.1,0.67,0.33,1.0,0.39
qgis.csv,0.75,0.14,0.31,0.69,0.64,0.43,0.41,0.62,0.5,0.09,0.51,0.27,0.95,0.36
rocrail.csv,0.86,0.83,0.44,0.61,0.73,0.76,0.46,0.83,0.66,0.04,0.59,0.26,0.98,0.51
rtb-team.csv,0.76,0.0,0.73,0.69,0.0,0.56,0.33,0.67,0.55,0.0,1.0,0.29,0.86,0.4
tradelink.csv,0.76,0.27,0.26,0.69,0.68,0.43,0.35,0.8,0.59,0.06,0.51,0.32,0.95,0.2
upp-mirror.csv,0.74,0.89,0.14,0.6,0.79,0.44,0.49,0.42,0.67,0.14,0.51,0.18,0.92,0.36
