,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.37,0.22,0.03,0.38,0.51,0.15,0.46,0.11,0.57,0.34,0.4,0.48,0.75,0.61
awemud.csv,0.47,0.5,0.24,0.38,0.88,0.4,0.33,0.06,0.74,0.47,0.17,0.35,0.5,0.26
buddata-ebxml-registry.csv,0.93,0.99,0.89,0.97,0.9,0.99,0.99,0.98,0.91,0.91,1.0,1.0,0.0,0.99
cornerstone.csv,0.0,0.12,0.0,0.05,0.39,0.0,0.03,0.0,0.32,0.12,0.06,0.29,0.0,0.05
firebreath.csv,0.2,0.66,0.14,0.24,0.29,0.2,0.34,0.04,0.64,0.17,0.23,0.43,0.0,0.36
lsb.csv,0.4,0.1,0.73,0.53,0.46,0.49,0.25,0.04,0.4,0.54,0.8,0.77,0.0,0.71
maya-work-in-progress.csv,0.6,0.91,0.19,0.82,0.93,0.81,0.46,0.19,0.87,0.52,0.43,0.86,0.5,0.85
mia.csv,0.23,0.02,0.97,0.53,0.1,0.42,0.26,0.36,0.45,0.19,0.46,0.19,0.25,0.42
open-beos.csv,0.43,0.26,0.51,0.44,0.37,0.29,0.07,0.15,0.28,0.29,0.4,0.08,0.0,0.35
qgis.csv,0.6,0.47,0.59,0.25,0.41,0.5,0.46,0.19,0.79,0.91,0.49,0.52,0.5,0.36
rocrail.csv,0.27,0.01,0.41,0.27,0.24,0.06,0.32,0.04,0.28,0.53,0.26,0.34,0.25,0.22
rtb-team.csv,0.4,0.0,0.11,0.05,0.02,0.07,0.04,0.02,0.3,0.08,0.0,0.16,1.0,0.08
tradelink.csv,0.43,0.12,0.46,0.1,0.34,0.33,0.25,0.04,0.28,0.84,0.49,0.35,0.75,0.15
upp-mirror.csv,0.53,0.02,0.49,0.26,0.32,0.33,0.26,0.45,0.17,0.44,0.49,0.43,0.5,0.22
