,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.7,0.82,0.64,0.94,0.39,0.83
kmess.csv,0.71,0.64,0.87,0.67,0.77,0.52
minig.csv,0.98,0.85,0.45,0.98,0.96,0.97
ossbuild.csv,0.73,0.57,0.69,0.36,0.74,0.61
rezilla.csv,0.32,0.85,0.64,0.84,0.96,0.74
webdriver.csv,0.9,0.36,0.74,1.0,0.69,0.57
