,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.57,0.5,0.5,0.24,0.76,0.49
kmess.csv,0.36,0.56,0.29,0.49,0.44,0.64
minig.csv,0.09,0.47,0.66,0.09,0.05,0.25
ossbuild.csv,0.36,0.64,0.48,0.75,0.31,0.55
rezilla.csv,0.81,0.21,0.42,0.31,0.05,0.57
webdriver.csv,0.13,0.72,0.54,0.0,0.51,0.56
