,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.55,0.38,0.51,0.0,0.58,0.56,0.2,0.76,0.5,0.57,0.98,0.48
blue-c.csv,0.6,0.55,0.6,0.0,0.69,0.72,0.26,0.97,0.28,0.55,0.44,0.54
cities3d.csv,0.58,0.42,0.63,0.27,0.48,0.52,0.88,0.38,0.24,0.44,0.31,0.46
dynalloy.csv,0.7,1.0,0.55,0.24,0.68,0.62,0.16,0.54,0.33,0.72,0.53,0.62
firebird.csv,0.52,0.46,0.97,0.17,0.44,0.65,0.21,0.61,0.28,0.47,0.48,0.52
hydrogen.csv,0.64,0.3,0.41,0.3,0.34,0.43,0.37,0.24,1.0,0.12,0.22,0.32
nosleepsoftware.csv,0.55,0.0,0.5,0.93,0.05,0.24,0.19,0.14,0.33,0.19,0.22,0.36
openmalaria.csv,0.73,0.57,0.6,0.46,0.63,0.65,0.18,0.63,0.29,0.99,0.55,0.56
popeye-chess.csv,0.68,0.54,0.58,0.15,0.53,0.96,0.22,0.68,0.38,0.6,0.6,0.58
qgo.csv,0.98,0.22,0.58,0.62,0.37,0.54,0.2,0.39,0.55,0.33,0.38,0.54
xmoto.csv,0.63,0.45,0.59,0.31,0.45,0.7,0.25,0.58,0.42,0.58,0.48,0.99
yield.csv,0.76,0.49,0.64,0.41,0.98,0.61,0.17,0.69,0.32,0.57,0.53,0.6
