,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.57,0.39,0.5,0.0,0.49,0.51,0.67,0.68,0.6,0.54,0.96,0.47
blue-c.csv,0.63,0.66,0.6,0.0,0.72,0.79,0.74,0.97,0.57,0.55,0.49,0.55
cities3d.csv,0.13,0.51,0.58,0.43,0.43,0.42,0.84,0.36,0.37,0.47,0.23,0.48
dynalloy.csv,0.74,1.0,0.54,0.38,0.68,0.67,0.55,0.5,0.72,0.77,0.58,0.66
firebird.csv,0.53,0.55,0.98,0.22,0.42,0.7,0.58,0.52,0.57,0.44,0.38,0.51
hydrogen.csv,0.55,0.29,0.34,0.23,0.31,0.34,0.58,0.16,1.0,0.09,0.17,0.23
nosleepsoftware.csv,0.51,0.0,0.46,0.9,0.04,0.2,0.31,0.12,0.29,0.15,0.17,0.32
openmalaria.csv,0.77,0.68,0.6,0.66,0.6,0.65,0.62,0.59,0.61,0.98,0.34,0.59
popeye-chess.csv,0.68,0.6,0.53,0.22,0.5,0.95,0.69,0.58,0.76,0.56,0.66,0.54
qgo.csv,0.98,0.22,0.57,0.61,0.28,0.45,0.56,0.31,0.61,0.25,0.41,0.47
xmoto.csv,0.66,0.53,0.58,0.35,0.38,0.67,0.67,0.48,0.65,0.53,0.54,0.98
yield.csv,0.81,0.56,0.63,0.62,0.96,0.6,0.58,0.65,0.69,0.6,0.4,0.64
