,qgo.csv,dynalloy.csv,firebird.csv,nosleepsoftware.csv,yield.csv,popeye-chess.csv,cities3d.csv,blue-c.csv,hydrogen.csv,openmalaria.csv,all-plasm.csv,xmoto.csv
all-plasm.csv,0.5,0.81,0.55,0.0,0.65,0.55,0.44,0.5,0.6,0.59,0.65,0.63
blue-c.csv,0.41,0.52,0.48,0.73,0.48,0.54,0.53,0.5,0.55,0.61,0.5,0.56
cities3d.csv,0.4,0.59,0.52,0.74,0.6,0.69,0.97,0.82,0.57,0.66,0.8,0.79
dynalloy.csv,0.38,0.71,0.46,0.44,0.47,0.57,0.35,0.45,0.51,0.44,0.46,0.5
firebird.csv,0.59,0.5,0.49,0.65,0.57,0.62,0.54,0.62,0.63,0.61,0.29,0.59
hydrogen.csv,0.59,0.81,0.61,0.75,0.81,0.58,0.81,0.75,0.81,0.86,0.83,0.88
nosleepsoftware.csv,0.62,0.88,0.52,0.71,0.9,0.94,0.97,0.93,0.88,0.9,0.83,0.74
openmalaria.csv,0.32,0.38,0.43,0.34,0.5,0.42,0.36,0.42,0.5,0.49,0.29,0.47
popeye-chess.csv,0.45,0.54,0.49,0.65,0.63,0.56,0.47,0.47,0.66,0.52,0.41,0.5
qgo.csv,0.45,0.51,0.39,0.62,0.76,0.47,0.51,0.64,0.71,0.83,0.43,0.55
xmoto.csv,0.39,0.47,0.41,0.62,0.68,0.46,0.49,0.47,0.56,0.56,0.34,0.57
yield.csv,0.32,0.36,0.37,0.37,0.52,0.58,0.34,0.4,0.53,0.44,0.3,0.43
