,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.23,0.41,0.09,0.45,0.36,0.71,0.01
l2j.csv,0.25,0.22,0.36,0.57,0.19,0.86,0.0
libmesh.csv,0.0,0.11,0.0,0.06,0.51,0.61,0.0
mvdsv.csv,0.22,0.0,0.6,0.79,0.2,1.0,0.0
nova.csv,0.59,0.17,0.0,0.67,0.29,0.83,0.01
proftp.csv,0.0,0.08,0.0,0.74,0.33,0.84,0.0
