,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.72,0.59,0.55,0.71,0.69,0.43,0.53,0.62,0.62,0.71,0.27,0.42,0.74,0.4,0.65,0.55,0.64,0.7
fbmanager.csv,0.0,0.45,0.38,0.75,0.56,0.43,0.56,0.63,0.68,0.61,0.62,0.49,0.67,0.31,0.65,0.28,0.23,0.48
freenet.csv,0.64,0.49,0.42,0.4,0.67,0.65,0.69,0.45,0.05,0.17,0.6,0.44,0.31,0.68,0.65,0.42,0.61,0.68
geogebra.csv,0.0,0.57,0.54,0.68,0.66,0.46,0.62,0.62,0.55,0.58,0.36,0.43,0.0,0.52,0.68,0.39,0.6,0.68
google-caja.csv,0.41,0.67,0.63,0.73,0.68,0.55,0.52,0.68,0.56,0.77,0.81,0.71,0.83,0.73,0.77,0.65,0.63,0.69
hibernate.csv,0.75,0.55,0.64,0.6,0.63,0.44,0.56,0.68,0.35,0.55,0.7,0.5,0.71,0.48,0.67,0.38,0.55,0.65
illumination.csv,0.47,0.56,0.53,0.0,0.38,0.0,0.16,0.4,0.0,0.27,0.48,0.59,0.0,0.0,0.21,0.83,0.0,0.0
kindb.csv,0.56,0.55,0.32,0.3,0.34,0.22,0.56,0.66,0.59,0.44,0.37,0.53,0.81,0.63,0.65,0.28,0.6,0.38
officefloor.csv,0.87,0.52,0.19,0.34,0.43,0.26,0.44,0.48,0.63,0.49,0.26,0.42,0.53,0.22,0.72,0.07,0.49,0.45
paintown.csv,0.38,0.7,0.61,0.56,0.24,0.6,0.64,0.63,0.35,0.17,0.0,0.54,0.73,0.59,0.41,0.44,0.47,0.27
poormans.csv,0.0,0.12,0.5,0.0,0.48,0.28,0.52,0.0,0.54,0.65,0.3,0.15,0.0,0.0,0.76,0.45,0.26,0.52
qlc.csv,0.0,0.49,0.57,0.59,0.46,0.54,0.61,0.76,0.63,0.56,0.56,0.57,0.11,0.45,0.57,0.56,0.59,0.24
repositorium.csv,0.0,0.38,0.25,0.41,0.28,0.36,0.43,0.25,0.1,0.0,0.32,0.62,0.0,0.85,0.18,0.33,0.11,0.1
sevenupdate.csv,0.0,0.37,0.58,0.67,0.0,0.75,0.42,0.42,0.05,0.57,0.37,0.0,0.24,0.0,0.0,0.48,0.21,0.34
sqlpower-library.csv,0.85,0.29,0.56,0.59,0.72,0.0,0.64,0.58,0.62,0.17,0.69,0.45,0.21,0.58,0.58,0.33,0.58,0.68
triplea.csv,0.27,0.61,0.71,0.6,0.58,0.53,0.3,0.58,0.62,0.65,0.5,0.51,0.75,0.47,0.27,0.59,0.57,0.53
yarp0.csv,0.75,0.64,0.62,0.53,0.56,0.0,0.5,0.64,0.55,0.42,0.52,0.75,0.59,0.13,0.55,0.65,0.51,0.48
