,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.01,0.67,0.71,0.73,0.79,0.87,0.68,0.17,0.05,0.76,0.74,0.38,0.92,0.12,0.41,0.27,0.37,0.42
fbmanager.csv,0.0,0.71,0.69,0.78,0.89,0.9,0.8,0.26,0.06,0.7,0.88,0.54,0.85,0.09,0.46,0.4,0.49,0.42
freenet.csv,0.01,0.46,0.6,0.51,0.79,0.91,0.78,0.1,0.03,0.5,0.78,0.26,0.55,0.17,0.25,0.2,0.32,0.28
geogebra.csv,0.0,0.5,0.76,0.6,0.78,0.86,0.7,0.17,0.04,0.65,0.86,0.27,0.68,0.12,0.46,0.21,0.38,0.43
google-caja.csv,0.01,0.7,0.65,0.71,0.8,0.93,0.67,0.18,0.03,0.66,0.9,0.39,0.93,0.16,0.31,0.25,0.34,0.29
hibernate.csv,0.01,0.69,0.7,0.76,0.77,0.95,0.8,0.18,0.03,0.67,0.89,0.3,0.92,0.16,0.3,0.17,0.41,0.33
illumination.csv,0.01,0.62,0.58,0.52,0.72,0.89,0.86,0.1,0.0,0.51,0.83,0.32,0.0,0.0,0.21,0.58,0.0,0.0
kindb.csv,0.01,0.81,0.75,0.82,0.74,1.0,0.68,0.22,0.03,0.52,0.86,0.29,0.93,0.14,0.26,0.29,0.33,0.26
officefloor.csv,0.02,0.59,0.71,0.83,0.78,1.0,0.82,0.24,0.06,0.75,0.94,0.4,1.0,0.5,0.44,0.33,0.42,0.38
paintown.csv,0.01,0.75,0.66,0.56,0.72,0.9,0.72,0.16,0.03,0.47,0.72,0.47,0.78,0.14,0.15,0.21,0.28,0.22
poormans.csv,0.0,0.7,0.68,0.0,0.87,0.92,0.82,0.0,0.08,0.71,0.87,0.33,0.0,0.0,0.54,0.26,0.58,0.49
qlc.csv,0.0,0.46,0.85,0.73,0.86,0.89,0.71,0.23,0.06,0.7,0.95,0.31,1.0,0.1,0.39,0.21,0.38,0.37
repositorium.csv,0.0,0.38,0.5,0.44,0.69,0.83,0.58,0.1,0.02,0.0,0.71,0.42,0.0,0.26,0.21,0.29,0.35,0.41
sevenupdate.csv,0.01,0.5,0.64,0.6,0.73,0.97,0.66,0.15,0.03,0.55,0.74,0.3,0.69,0.11,0.21,0.18,0.29,0.22
sqlpower-library.csv,0.02,0.46,0.63,0.55,0.91,0.89,0.7,0.14,0.03,0.51,0.88,0.25,0.86,0.22,0.25,0.22,0.31,0.37
triplea.csv,0.01,0.54,0.77,0.6,0.76,0.89,0.67,0.16,0.04,0.57,0.75,0.31,0.89,0.09,0.21,0.27,0.29,0.24
yarp0.csv,0.02,0.59,0.65,0.56,0.86,0.88,0.65,0.16,0.03,0.42,0.74,0.57,0.71,0.11,0.21,0.25,0.27,0.21
