,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.66,0.51,0.58,0.41,0.61,0.77,0.8,0.61,0.51,0.37,0.93,0.68,0.32,0.73,0.45,0.6,0.57,0.41
fbmanager.csv,1.12,0.62,0.7,0.35,0.51,0.7,0.53,0.48,0.45,0.48,0.47,0.58,0.43,0.8,0.43,0.77,0.81,0.58
freenet.csv,0.74,0.83,0.87,0.89,0.62,0.68,0.48,0.84,0.99,0.96,0.75,0.87,1.01,0.54,0.67,0.88,0.69,0.64
geogebra.csv,1.04,0.76,0.55,0.66,0.63,0.83,0.71,0.75,0.58,0.53,0.71,0.88,1.0,0.82,0.41,0.74,0.56,0.42
google-caja.csv,0.88,0.43,0.67,0.42,0.58,0.58,0.81,0.58,0.8,0.47,0.31,0.56,0.22,0.61,0.54,0.63,0.72,0.61
hibernate.csv,0.63,0.53,0.55,0.48,0.65,0.63,0.53,0.63,0.9,0.55,0.4,0.71,0.35,0.62,0.53,0.79,0.57,0.52
illumination.csv,0.85,0.56,0.79,1.0,0.9,1.0,0.87,0.84,1.0,0.93,0.62,0.73,1.0,1.0,0.95,0.23,1.0,1.0
kindb.csv,0.8,0.51,0.73,0.74,0.76,0.82,0.67,0.5,0.73,0.7,0.7,0.76,0.24,0.73,0.63,0.78,0.63,0.72
officefloor.csv,0.43,0.6,0.85,0.71,0.68,0.78,0.63,0.6,0.48,0.57,0.78,0.67,0.53,0.82,0.38,0.94,0.61,0.62
paintown.csv,0.89,0.38,0.63,0.78,0.95,0.71,0.61,0.72,0.9,0.97,1.01,0.55,0.53,0.78,0.91,0.72,0.85,0.93
poormans.csv,1.02,0.9,0.63,1.0,0.59,0.77,0.56,1.0,0.52,0.45,0.75,0.88,1.0,1.0,0.31,0.66,0.79,0.55
qlc.csv,1.19,0.83,0.49,0.5,0.61,0.75,0.63,0.47,0.47,0.53,0.49,0.69,0.91,0.76,0.52,0.72,0.57,0.8
repositorium.csv,1.03,0.85,0.85,0.83,0.82,0.98,0.83,0.84,0.93,1.0,0.79,0.53,1.0,0.34,0.87,0.73,0.91,0.92
sevenupdate.csv,1.0,0.89,0.77,0.62,1.0,0.31,0.87,0.87,0.99,0.63,0.9,1.0,0.94,1.0,1.0,0.8,0.95,0.91
sqlpower-library.csv,0.46,0.93,0.78,0.69,0.35,1.0,0.68,0.71,0.72,0.96,0.41,0.87,0.83,0.52,0.78,0.91,0.67,0.46
triplea.csv,0.93,0.63,0.44,0.59,0.77,0.76,0.92,0.64,0.75,0.71,0.83,0.69,0.32,0.83,0.93,0.58,0.74,0.8
yarp0.csv,0.62,0.54,0.65,0.81,0.53,1.0,0.83,0.66,0.76,0.81,0.81,0.34,0.66,0.97,0.75,0.69,0.74,0.84
