,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,1.0,0.56,0.53,0.71,0.83,0.41,0.87,0.67,0.61,0.7,0.94,0.38,0.71,0.36,0.62,0.53,0.68,0.69
fbmanager.csv,0.0,0.4,0.34,0.74,0.52,0.39,0.53,0.61,0.68,0.59,0.59,0.44,0.65,0.27,0.62,0.24,0.19,0.44
freenet.csv,1.0,0.69,0.84,0.82,0.8,0.86,0.72,0.5,1.0,0.96,0.9,0.69,0.5,0.73,0.82,0.82,0.75,0.86
geogebra.csv,0.0,0.81,0.5,0.88,0.78,0.51,0.82,1.0,0.53,0.56,0.31,0.75,1.0,0.91,0.65,0.35,0.6,0.66
google-caja.csv,1.0,0.66,0.75,0.74,0.76,0.53,0.82,0.78,0.95,0.85,0.83,0.81,0.82,0.91,0.91,0.76,0.91,0.84
hibernate.csv,1.0,0.51,0.66,0.56,0.72,0.39,0.52,0.83,0.92,0.52,0.69,0.5,0.68,0.45,0.71,0.35,0.52,0.66
illumination.csv,1.0,0.53,0.66,1.0,0.83,0.98,0.13,0.39,0.0,0.96,0.44,0.75,0.0,0.0,0.94,0.82,0.0,0.0
kindb.csv,1.0,0.5,0.28,0.26,0.3,0.18,0.6,0.67,0.74,0.41,0.32,0.62,0.79,0.91,0.76,0.24,0.64,0.34
officefloor.csv,1.0,0.49,0.16,0.29,0.39,0.22,0.39,0.44,0.61,0.44,0.22,0.38,0.47,0.18,0.71,0.06,0.45,0.41
paintown.csv,1.0,0.68,0.66,0.88,0.91,0.76,0.72,0.89,0.97,0.85,0.88,0.5,0.82,1.0,0.5,0.41,0.78,0.93
poormans.csv,0.0,0.1,0.47,0.0,0.43,0.24,0.48,0.0,0.5,0.63,0.26,0.12,0.0,0.0,0.74,0.41,0.22,0.47
qlc.csv,0.0,0.69,0.53,0.56,0.41,0.65,0.67,0.83,0.61,0.52,0.51,0.62,0.09,0.45,0.53,0.65,0.58,0.2
repositorium.csv,0.0,0.37,0.22,0.41,0.24,0.49,0.45,0.22,0.08,0.0,0.28,0.62,0.0,0.91,0.15,0.29,0.09,0.08
sevenupdate.csv,1.0,0.94,0.91,0.79,0.98,0.73,0.86,0.94,0.97,0.59,0.87,1.0,0.97,1.0,1.0,0.53,0.95,0.89
sqlpower-library.csv,1.0,0.84,0.84,0.68,0.7,1.0,0.8,0.67,0.87,1.0,0.68,0.62,0.18,0.55,0.97,1.0,0.62,0.69
triplea.csv,1.0,0.66,0.72,0.62,0.89,0.63,0.97,0.61,0.97,0.93,0.86,0.5,0.74,0.55,0.94,0.59,0.68,0.9
yarp0.csv,1.0,0.66,0.69,0.94,0.52,0.92,0.79,0.78,0.66,0.41,0.78,0.75,0.65,0.91,0.65,0.88,0.55,0.72
