,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.39,0.43,0.49,0.37,0.4,0.51,0.48,0.48,0.45,0.33,0.55,0.4,0.51,0.38,0.48,0.45,0.39,0.34,0.44,0.35
extprosys.csv,0.38,0.42,0.56,0.36,0.65,0.52,0.95,0.44,0.48,0.33,0.45,0.43,0.46,0.45,0.62,0.45,0.36,0.8,0.51,0.85
freewrl.csv,0.31,0.44,0.48,0.4,0.38,0.38,0.47,0.4,0.42,0.34,0.36,0.41,0.43,0.41,0.53,0.39,0.62,0.32,0.4,0.56
glas.csv,0.48,0.46,0.78,0.37,0.4,0.61,0.39,0.46,0.99,0.35,0.47,0.39,0.39,0.46,0.5,0.5,0.39,0.44,0.59,0.3
ibatisdb.csv,0.89,0.62,0.76,0.53,0.62,0.58,0.61,0.49,0.55,0.75,0.9,0.8,0.51,0.64,0.95,0.6,0.5,0.83,0.75,0.56
japano.csv,0.39,0.46,0.56,0.42,0.38,0.54,0.37,0.46,0.48,0.34,0.57,0.43,0.62,0.36,0.54,0.52,0.5,0.34,0.45,0.44
lockss.csv,0.59,0.5,0.94,0.7,0.53,0.39,0.96,0.41,0.49,0.0,0.51,0.89,0.39,0.58,0.0,0.53,0.5,0.75,0.45,0.88
officefloor.csv,0.44,0.64,0.79,0.77,0.0,0.38,0.55,0.7,0.52,0.0,0.35,0.46,0.44,0.5,0.83,0.42,0.47,0.83,0.78,0.38
opennms.csv,0.53,0.48,0.83,0.59,0.41,0.91,0.89,0.58,0.99,0.83,0.86,0.94,0.54,0.44,0.8,0.92,0.0,0.83,0.9,0.0
papertoolkit.csv,0.43,0.64,0.93,0.9,0.86,0.82,0.79,0.69,0.64,0.86,0.71,0.68,0.92,0.79,0.95,0.91,0.42,0.92,0.61,0.83
primefaces.csv,0.39,0.42,0.47,0.35,0.38,0.44,0.36,0.39,0.45,0.8,0.43,0.38,0.46,0.34,0.47,0.41,0.47,0.45,0.37,0.28
rohxel.csv,0.56,0.54,0.56,0.69,0.5,0.55,0.6,0.75,0.75,0.86,0.62,0.53,0.93,0.61,0.71,0.68,0.46,0.42,0.9,0.0
roller.csv,0.34,0.44,0.48,0.45,0.39,0.42,0.66,0.47,0.44,0.75,0.42,0.43,0.46,0.5,0.7,0.43,0.88,0.4,0.5,0.57
sevenupdate.csv,0.31,0.59,0.47,0.38,0.36,0.47,0.36,0.53,0.45,0.33,0.34,0.37,0.47,0.47,0.47,0.42,0.36,0.33,0.43,0.32
soar.csv,0.41,0.52,0.47,0.4,0.4,0.52,0.58,0.38,0.46,0.88,0.47,0.39,0.46,0.36,0.47,0.44,0.71,0.34,0.45,0.32
web-cat.csv,0.48,0.78,0.58,0.4,0.64,0.6,0.38,0.48,0.52,0.33,0.43,0.4,0.6,0.41,0.48,0.47,0.38,0.51,0.42,0.58
xcf.csv,0.38,0.44,0.48,0.48,0.39,0.36,0.41,0.48,0.43,0.32,0.34,0.34,0.42,0.91,0.47,0.4,0.35,0.89,0.39,0.31
xfce.csv,0.32,0.38,0.47,0.42,0.39,0.35,0.44,0.43,0.45,0.38,0.34,0.43,0.39,0.48,0.45,0.52,0.56,0.38,0.48,0.33
