,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,1.0,0.88,0.92,0.93,0.82,0.9,0.7,0.5,1.0,0.96,0.45,0.73,0.78,1.0,1.0,0.83,0.84,0.98,0.81,0.84
extprosys.csv,1.0,0.71,0.6,0.93,0.38,0.65,0.21,0.77,0.61,0.89,0.71,0.47,1.0,0.33,0.27,0.97,0.65,0.28,0.62,0.21
freewrl.csv,1.0,0.73,1.0,0.68,0.97,0.56,0.64,0.91,0.92,0.81,0.81,0.69,0.84,1.0,0.84,0.94,0.32,0.92,0.91,0.47
glas.csv,1.0,0.9,0.21,0.86,0.74,0.67,0.83,0.91,0.16,0.96,0.63,0.71,0.64,0.0,0.68,0.81,0.94,0.57,0.56,0.89
ibatisdb.csv,0.0,0.22,0.21,0.43,0.26,0.26,0.41,0.5,0.58,0.07,0.15,0.22,0.66,0.33,0.35,0.81,0.06,0.15,0.34,0.42
japano.csv,0.0,0.94,0.85,0.79,0.95,0.78,0.92,0.73,0.76,0.96,0.44,0.69,0.61,1.0,0.78,0.75,0.61,0.95,0.81,0.74
lockss.csv,1.0,0.33,0.15,0.25,0.33,0.4,0.21,0.68,0.63,0.0,0.43,0.05,0.63,0.67,0.0,0.39,0.03,0.1,0.47,0.16
officefloor.csv,1.0,0.22,0.17,0.21,0.03,0.48,0.47,0.23,0.63,0.0,0.72,0.47,0.63,0.0,0.11,0.58,0.29,0.08,0.28,0.47
opennms.csv,1.0,0.41,0.08,0.68,0.64,0.09,0.26,0.41,0.21,0.3,0.09,0.09,0.49,0.33,0.08,0.11,0.0,0.1,0.09,0.0
papertoolkit.csv,0.0,0.22,0.17,0.21,0.13,0.21,0.32,0.23,0.47,0.11,0.36,0.24,0.07,1.0,0.16,0.11,0.42,0.2,0.44,0.16
primefaces.csv,1.0,0.63,1.0,0.75,0.69,0.79,0.98,0.91,0.97,0.11,0.68,0.96,1.0,0.67,1.0,0.92,0.52,0.8,0.69,0.89
rohxel.csv,1.0,0.55,0.77,0.21,0.62,0.43,0.39,0.36,0.39,0.15,0.44,0.39,0.19,0.0,0.41,0.14,0.26,0.55,0.16,0.0
roller.csv,1.0,0.73,0.96,0.61,0.69,0.63,0.41,0.64,0.92,0.3,0.75,0.86,1.0,0.67,0.62,0.97,0.1,0.6,0.53,0.42
sevenupdate.csv,1.0,0.76,1.0,0.79,1.0,1.0,0.92,0.41,0.97,1.0,1.0,0.95,0.76,1.0,1.0,1.0,1.0,0.98,0.94,1.0
soar.csv,1.0,0.53,1.0,0.68,0.85,0.89,0.52,0.73,1.0,0.26,0.67,1.0,1.0,1.0,1.0,0.97,0.61,0.82,0.75,0.84
web-cat.csv,0.0,0.35,0.66,0.68,0.46,0.62,0.85,0.77,0.84,1.0,0.81,0.79,0.36,0.67,0.89,1.0,0.94,0.62,0.88,0.79
xcf.csv,0.0,0.47,0.58,0.54,0.77,0.48,0.58,0.45,0.84,0.67,0.91,0.65,0.49,0.33,0.84,0.94,0.84,0.18,0.81,0.84
xfce.csv,0.0,0.59,0.98,0.79,0.59,0.54,0.64,0.59,1.0,0.63,0.85,0.5,0.68,1.0,0.78,0.33,0.26,0.55,0.53,0.89
