,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,3.0,1.0,6.0,15.0,1.0,8.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0
doomlegacy.csv,6.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,4.0,0.0,1.0,11.0,12.0,0.0
empserver.csv,7.0,1.0,0.0,12.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,4.0,8.0,0.0
fritzing.csv,3.0,0.0,0.0,19.0,1.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0
ifmo-game-1.csv,0.0,0.0,0.0,0.0,68.0,96.0,168.0,2.0,293.0,0.0,113.0,77.0,6.0,210.0
jparsec.csv,15.0,6.0,1.0,5.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,14.0,0.0
lmms.csv,1.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,0.0
lufa-lib.csv,13.0,1.0,0.0,22.0,0.0,6.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0
pgui.csv,8.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,9.0,0.0,3.0,1.0,2.0,0.0
pi-qmc.csv,1.0,1.0,0.0,7.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0
repositorium.csv,12.0,1.0,2.0,19.0,1.0,0.0,1.0,2.0,3.0,0.0,17.0,0.0,13.0,0.0
superwaba.csv,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,4.0,0.0,3.0,0.0
xapian.csv,26.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0
zemljanka.csv,16.0,1.0,0.0,5.0,1.0,3.0,3.0,3.0,10.0,1.0,1.0,7.0,12.0,0.0
