,superwaba.csv,fritzing.csv,lmms.csv,ifmo-game-1.csv,empserver.csv,repositorium.csv,pgui.csv,jparsec.csv,lufa-lib.csv,doomlegacy.csv,xapian.csv,pi-qmc.csv,cortex-vfx.csv,zemljanka.csv
cortex-vfx.csv,0.44,0.59,0.5,0.08,0.54,0.07,0.44,0.15,0.31,0.36,0.24,0.68,0.98,0.71
doomlegacy.csv,0.42,0.43,0.64,0.18,0.67,0.15,0.44,0.31,0.61,1.0,0.44,0.5,0.34,0.83
empserver.csv,0.55,0.48,0.56,0.16,1.0,0.16,0.52,0.54,0.51,0.54,0.29,0.31,0.4,0.35
fritzing.csv,0.64,0.97,0.51,0.06,0.42,0.14,0.39,0.39,0.47,0.45,0.43,0.48,0.36,0.4
ifmo-game-1.csv,0.18,0.11,0.07,0.92,0.0,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.05,0.0
jparsec.csv,0.54,0.27,0.57,0.15,0.47,0.2,0.37,0.98,0.45,0.69,0.3,0.53,0.36,0.75
lmms.csv,0.29,0.21,0.98,0.21,0.67,0.27,0.46,0.31,0.59,0.78,0.31,0.51,0.34,0.82
lufa-lib.csv,0.26,0.48,0.5,0.11,0.29,0.26,0.37,0.5,0.98,0.48,0.38,0.47,0.37,0.6
pgui.csv,0.4,0.57,0.56,0.05,0.44,0.15,0.98,0.32,0.54,0.51,0.39,0.35,0.3,0.55
pi-qmc.csv,0.56,0.6,0.56,0.15,0.67,0.14,0.52,0.48,0.54,0.64,0.43,1.0,0.38,0.58
repositorium.csv,0.53,0.55,0.38,0.05,0.69,0.95,0.31,0.47,0.55,0.4,0.05,0.16,0.21,0.97
superwaba.csv,0.97,0.6,0.58,0.17,0.27,0.21,0.36,0.53,0.17,0.33,0.31,0.34,0.37,0.32
xapian.csv,0.43,0.51,0.46,0.38,0.1,0.07,0.32,0.26,0.08,0.5,0.94,0.59,0.37,0.26
zemljanka.csv,0.52,0.66,0.76,0.15,0.67,0.2,0.44,0.57,0.6,0.84,0.37,0.44,0.36,1.0
