,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,197.5,483.5,197.5,387.0,644.5,195.0,98.5,296.0,97.5,295.5,383.0,98.5
bscwweasel.csv,96.5,91.5,197.5,191.0,280.5,96.5,98.5,390.5,284.5,295.5,383.0,98.5
capcode.csv,96.5,196.5,197.5,196.0,273.5,326.0,95.5,258.5,286.5,295.5,694.5,93.5
emite.csv,197.5,477.0,98.5,192.0,664.0,93.5,91.5,293.5,93.5,94.5,16.0,98.5
lamp.csv,98.5,95.5,98.5,478.5,756.0,195.0,98.5,196.5,93.5,197.0,383.0,95.5
mecat.csv,49.5,55.5,87.5,67.5,188.0,245.5,0.0,89.5,0.0,191.0,92.5,0.0
nodal.csv,98.5,95.5,196.5,178.0,560.0,155.0,95.5,182.0,93.5,98.5,674.0,92.5
pydev.csv,194.0,95.5,197.5,286.5,188.0,96.5,98.5,296.0,196.0,286.5,383.0,97.5
retromenu.csv,194.0,190.0,98.5,366.0,89.5,195.0,98.5,291.5,192.0,88.5,1311.5,99.0
smbopensoft.csv,98.5,394.0,98.5,294.5,657.5,290.5,96.5,294.0,97.5,277.5,790.5,95.5
stuproa-cims.csv,96.5,91.5,197.5,477.5,756.0,193.0,79.5,192.0,190.0,295.5,383.0,93.5
thout.csv,98.5,394.0,382.0,266.5,460.5,292.5,98.5,491.5,97.5,197.0,288.5,98.5
