,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.16,0.54,0.27,0.52,0.62,0.68,0.41,0.71,0.81,0.61,0.37,0.9
bscwweasel.csv,0.01,0.06,0.26,0.19,0.22,0.2,0.44,0.49,0.19,0.41,0.27,0.28
capcode.csv,0.01,0.57,0.96,0.76,0.31,0.3,0.21,0.07,0.21,0.9,0.38,0.4
emite.csv,0.74,0.2,0.27,0.19,0.27,0.35,0.05,0.08,0.06,0.35,0.05,0.38
lamp.csv,0.12,0.23,0.13,0.49,0.8,0.72,0.72,0.3,0.62,0.45,0.92,0.3
mecat.csv,0.01,0.02,0.0,0.06,0.11,0.17,0.0,0.02,0.0,0.06,0.12,0.0
nodal.csv,0.0,0.16,0.25,0.27,0.67,0.13,0.0,0.14,0.22,0.39,0.27,0.1
pydev.csv,0.2,0.19,0.18,0.32,0.4,0.46,0.26,0.85,0.49,0.32,0.5,0.3
retromenu.csv,0.12,0.17,0.14,0.16,0.27,0.48,0.13,0.42,0.19,0.14,0.42,0.12
smbopensoft.csv,0.17,0.97,0.94,0.63,0.82,0.38,0.64,0.23,0.44,0.71,0.53,0.78
stuproa-cims.csv,0.25,0.02,0.44,0.27,0.58,0.28,0.05,0.19,0.43,0.64,0.63,0.12
thout.csv,0.15,0.99,0.18,0.15,0.51,0.93,0.95,0.92,0.94,0.3,0.88,0.95
