,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.38,0.55,0.57,0.38,0.0,0.63,0.59,0.53,0.7,0.6,0.7,0.68,0.65,0.74,0.65
autowikibrowser.csv,0.73,0.67,0.51,0.62,0.62,0.65,0.61,0.55,0.65,0.62,0.51,0.63,0.7,0.85,0.76
blue-c.csv,0.37,0.53,0.63,0.55,0.0,0.53,0.71,0.75,0.46,0.24,0.57,0.65,0.61,0.65,0.49
dynalloy.csv,0.55,0.56,0.78,0.53,0.07,0.55,0.73,0.55,0.41,0.46,0.33,0.52,0.57,0.49,0.59
hydrogen.csv,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.63
jcae.csv,0.0,0.63,0.16,0.95,0.22,0.55,0.26,0.52,0.66,0.41,0.34,0.32,0.55,0.78,0.27
lphant.csv,0.73,0.57,0.57,0.7,0.6,0.63,0.7,0.66,0.75,0.65,0.44,0.72,0.74,0.84,0.45
nosleepsoftware.csv,0.47,0.27,0.02,0.26,0.66,0.06,0.06,0.0,0.0,0.12,0.0,0.06,0.11,0.31,0.35
qgo.csv,0.52,0.84,0.48,0.33,0.57,0.69,0.67,0.69,0.76,0.67,0.58,0.24,0.54,0.7,0.69
quickfast.csv,0.53,0.64,0.44,0.57,0.74,0.54,0.44,0.17,0.69,0.52,0.51,0.33,0.24,0.72,0.74
rhex.csv,0.82,0.64,0.22,0.37,0.7,0.37,0.25,0.24,0.6,0.33,0.24,0.06,0.29,0.48,0.51
rocrail.csv,0.6,0.64,0.67,0.33,0.62,0.37,0.68,0.6,0.75,0.68,0.53,0.69,0.74,0.8,0.41
virtuoso.csv,0.32,0.5,0.05,0.13,0.0,0.32,0.24,0.0,0.37,0.48,0.34,0.24,0.37,0.09,0.33
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0
yield.csv,0.55,0.68,0.17,0.0,0.62,0.35,0.76,0.75,0.8,0.68,0.52,0.71,0.66,0.79,0.73
