,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.38,0.31,0.49,0.39,0.4,0.47,0.38,0.4,0.43,0.41,0.42,0.43,0.36,0.6,0.3,0.33,0.56,0.44,0.38,0.5
blogentis.csv,0.58,0.38,0.63,0.94,0.46,0.57,0.5,0.39,0.48,0.42,0.37,0.55,0.57,0.56,0.36,0.54,0.49,0.47,0.45,0.79
carabiner.csv,0.35,0.5,0.53,0.34,0.41,0.55,0.4,0.59,0.4,0.45,0.38,0.43,0.47,0.56,0.33,0.4,0.5,0.38,0.36,0.56
continuum-ide.csv,0.94,0.68,0.64,0.85,0.88,0.89,0.89,0.46,0.84,0.75,0.43,0.86,0.97,0.92,0.43,0.75,0.95,0.88,0.97,0.67
emulemorph.csv,0.0,0.94,0.97,0.66,0.75,0.67,0.77,0.0,0.8,0.0,0.67,0.0,0.59,0.78,0.8,0.67,0.75,0.93,0.0,0.67
gtad.csv,0.62,0.32,0.34,0.95,0.86,0.62,0.37,0.8,0.6,0.48,0.75,0.86,0.47,0.55,0.47,0.41,0.88,0.67,0.92,0.73
htmlunit.csv,0.32,0.29,0.35,0.37,0.42,0.54,0.4,0.58,0.52,0.43,0.46,0.72,0.36,0.37,0.31,0.37,0.46,0.43,0.87,0.52
jaxen.csv,0.4,0.38,0.55,0.38,0.44,0.58,0.44,0.74,0.74,0.39,0.52,0.79,0.47,0.46,0.38,0.44,0.42,0.45,0.84,0.48
jsr308-langtools.csv,0.36,0.35,0.0,0.0,0.37,0.41,0.38,0.54,0.39,0.37,0.0,0.42,0.0,0.37,0.29,0.38,0.36,0.37,0.32,0.4
jvcl.csv,0.54,0.94,0.5,0.73,0.73,0.93,0.51,0.67,0.49,0.92,0.94,0.6,0.55,0.86,0.42,0.75,0.95,0.86,0.74,0.66
kaffeine.csv,0.34,0.89,0.33,0.31,0.37,0.46,0.34,0.5,0.4,0.41,0.36,0.35,0.37,0.42,0.28,0.39,0.5,0.35,0.36,0.64
m-m-m.csv,0.43,0.51,0.43,0.38,0.55,0.44,0.4,0.67,0.44,0.4,0.42,0.41,0.58,0.56,0.34,0.38,0.44,0.39,0.35,0.4
motu.csv,0.46,0.37,0.43,0.31,0.53,0.51,0.39,0.56,0.43,0.67,0.38,0.5,0.38,0.44,0.62,0.61,0.5,0.0,0.46,0.52
nh3d.csv,0.34,0.52,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.9,0.4,0.75,0.49,0.32,0.37,0.37,0.36,0.36,0.4
sarasvati.csv,0.48,0.86,0.47,0.74,0.83,0.63,0.64,0.58,0.61,0.57,0.62,0.45,0.77,0.59,0.43,0.42,0.61,0.89,0.39,0.64
stemkit.csv,0.92,0.66,0.97,0.39,0.66,0.89,0.87,0.68,0.74,0.94,0.79,0.86,0.6,0.53,0.8,0.93,0.88,0.71,0.81,0.91
taokgame.csv,0.79,0.5,0.0,0.71,0.75,0.97,0.94,0.67,0.94,0.76,0.95,0.94,0.55,0.92,0.9,0.67,0.69,0.91,0.7,0.93
wgs-assembler.csv,0.43,0.41,0.4,0.35,0.43,0.42,0.4,0.75,0.73,0.4,0.49,0.37,0.39,0.38,0.33,0.36,0.39,0.34,0.56,0.42
zabbix.csv,0.4,0.33,0.97,0.44,0.44,0.6,0.58,0.89,0.7,0.73,0.82,0.72,0.55,0.46,0.83,0.53,0.54,0.75,0.8,0.69
