,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.5,0.85,0.5,0.69,0.51,0.91,0.75,0.33,0.6,1.0,0.64,0.6,0.83,0.4,0.88,0.92,0.71,0.5,0.63,0.77
blogentis.csv,0.5,0.85,0.75,0.12,0.84,0.45,0.67,0.27,0.0,1.0,0.74,0.4,0.33,0.5,0.88,0.31,0.57,0.83,0.66,0.23
carabiner.csv,1.0,0.67,1.0,0.75,0.96,0.45,0.88,0.78,0.6,1.0,0.84,0.8,0.67,0.67,0.94,0.77,0.71,1.0,0.98,0.77
continuum-ide.csv,0.0,0.46,0.75,0.19,0.33,0.27,0.25,0.2,0.0,1.0,0.49,0.2,0.17,0.2,0.88,0.31,0.19,0.33,0.32,0.05
emulemorph.csv,0.0,0.21,0.25,0.5,0.06,0.0,0.46,0.0,0.1,0.0,0.02,0.0,0.67,0.23,0.12,0.0,0.0,0.33,0.0,0.0
gtad.csv,1.0,0.74,0.25,0.31,0.14,0.45,0.62,0.1,0.1,1.0,0.38,0.4,0.5,0.37,0.35,0.77,0.19,0.33,0.18,0.23
htmlunit.csv,1.0,0.82,0.25,0.81,0.39,0.55,0.54,0.24,0.4,1.0,0.64,0.6,0.67,0.57,0.59,1.0,0.43,0.5,0.29,0.5
jaxen.csv,1.0,0.74,0.75,0.81,0.9,0.55,0.83,0.67,0.9,0.0,0.63,1.0,0.83,0.83,0.71,0.92,0.86,0.67,0.48,0.73
jsr308-langtools.csv,1.0,0.54,0.0,0.0,0.86,0.91,1.0,0.96,0.9,1.0,0.0,1.0,0.0,0.93,1.0,1.0,0.9,1.0,0.62,1.0
jvcl.csv,0.5,0.21,0.5,0.5,0.22,0.0,0.75,0.06,1.0,0.0,0.25,0.6,0.67,0.17,0.47,0.23,0.19,0.0,0.48,0.45
kaffeine.csv,1.0,0.1,0.25,1.0,0.86,0.73,0.75,0.51,0.1,1.0,0.77,0.8,0.83,1.0,0.94,0.77,0.76,0.67,1.0,0.36
m-m-m.csv,1.0,0.49,0.75,0.56,0.51,0.91,0.83,0.86,0.6,1.0,0.71,1.0,0.17,0.57,0.88,1.0,0.76,0.33,0.77,1.0
motu.csv,1.0,0.64,1.0,0.88,0.31,0.45,0.92,0.31,0.1,0.0,0.9,0.8,0.5,0.73,0.18,0.62,0.38,0.0,0.69,0.55
nh3d.csv,1.0,0.56,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,0.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.5,0.28,0.5,0.19,0.12,0.82,0.21,0.2,0.1,1.0,0.33,0.8,0.17,0.5,0.53,0.54,0.48,0.17,0.55,0.41
stemkit.csv,0.0,0.33,0.0,0.94,0.49,0.0,0.33,0.49,0.6,0.0,0.34,0.0,0.83,0.47,0.24,0.23,0.24,0.67,0.37,0.18
taokgame.csv,0.5,0.03,0.0,0.31,0.08,0.09,0.17,0.06,1.0,0.0,0.08,0.2,0.5,0.23,0.18,0.0,0.33,0.17,0.46,0.14
wgs-assembler.csv,1.0,0.56,0.5,0.88,0.47,0.73,0.75,0.08,0.6,1.0,0.53,1.0,0.83,0.87,0.59,0.85,0.67,0.83,0.34,0.82
zabbix.csv,1.0,0.82,0.0,0.81,0.51,0.73,0.38,0.33,0.3,0.0,0.32,0.4,0.5,0.67,0.12,0.69,0.52,0.5,0.45,0.23
