,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,12.0,0.0,0.0,4.0,3.0,0.0,7.0,5.0,4.0,2.0,0.0,1.0,2.0,5.0,43.0,5.0,6.0,0.0
boost-sandbox.csv,2.0,0.0,0.0,8.0,0.0,69.0,18.0,5.0,0.0,0.0,0.0,0.0,4.0,201.0,122.0,1.0,4.0,0.0
clamav.csv,1.0,1.0,2.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,50.0,1.0,1.0,0.0
co-ode-owl-plugins.csv,10.0,1.0,9.0,4.0,11.0,69.0,8.0,0.0,0.0,0.0,0.0,99.0,55.0,201.0,141.0,0.0,2.0,0.0
etherboot.csv,3.0,0.0,0.0,3.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,1.0,11.0,3.0,137.0,2.0,0.0,0.0
freebios.csv,9.0,1.0,0.0,1.0,13.0,0.0,27.0,4.0,0.0,2.0,0.0,0.0,3.0,3.0,122.0,2.0,3.0,0.0
frogatto.csv,8.0,0.0,2.0,5.0,13.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,82.0,0.0,4.0,0.0
glelite.csv,1.0,0.0,0.0,4.0,0.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,13.0,4.0,182.0,2.0,3.0,0.0
jasperreports.csv,66.0,0.0,0.0,74.0,1.0,69.0,2.0,2.0,0.0,147.0,0.0,99.0,55.0,201.0,0.0,0.0,185.0,0.0
konversation.csv,66.0,0.0,0.0,0.0,1.0,0.0,0.0,109.0,0.0,0.0,49.0,2.0,55.0,201.0,2.0,2.0,0.0,0.0
miranda-icq.csv,0.0,0.0,7.0,1.0,13.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,110.0,2.0,1.0,0.0
olap-navigator.csv,3.0,0.0,0.0,2.0,4.0,0.0,15.0,3.0,7.0,2.0,0.0,1.0,1.0,10.0,23.0,3.0,2.0,0.0
pclasses.csv,0.0,1.0,1.0,2.0,2.0,69.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,214.0,1.0,0.0,0.0
plato.csv,5.0,0.0,0.0,4.0,0.0,69.0,18.0,8.0,6.0,1.0,0.0,1.0,0.0,6.0,176.0,1.0,0.0,0.0
re2c.csv,1.0,0.0,0.0,4.0,0.0,1.0,5.0,7.0,0.0,1.0,0.0,1.0,10.0,4.0,238.0,2.0,3.0,0.0
rebecca-aiml.csv,6.0,1.0,5.0,1.0,1.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,158.0,3.0,0.0,0.0
tzod.csv,4.0,0.0,13.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,9.0,4.0,358.0,2.0,0.0,0.0
wxcrp.csv,66.0,0.0,56.0,3.0,0.0,0.0,13.0,10.0,2.0,0.0,0.0,2.0,0.0,9.0,171.0,1.0,1.0,0.0
