,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.25,0.81,0.2,0.57,0.48,0.99,0.25,0.31,0.43,0.72,0.85,0.46,0.62,0.41,0.15,0.71,0.46,0.8
boost-sandbox.csv,0.36,0.68,0.13,0.58,0.42,0.0,0.27,0.36,0.36,1.0,0.56,0.12,0.15,0.0,0.17,0.59,0.46,0.59
clamav.csv,0.41,0.2,0.17,0.35,0.45,0.25,0.4,0.29,0.33,0.25,0.28,0.32,0.92,0.25,0.03,0.46,0.43,0.52
co-ode-owl-plugins.csv,0.19,0.23,0.12,0.26,0.16,0.0,0.31,1.0,0.28,0.07,0.13,0.0,0.0,0.0,0.06,0.58,0.24,0.43
etherboot.csv,0.09,0.57,0.25,0.24,0.37,0.57,0.26,0.14,0.93,0.62,0.61,0.56,0.39,0.41,0.07,0.53,0.2,0.42
freebios.csv,0.24,0.65,0.15,0.39,0.32,0.36,0.26,0.29,0.43,0.58,0.58,0.99,0.33,0.44,0.16,0.39,0.58,0.56
frogatto.csv,0.1,0.54,0.19,0.46,0.43,0.47,0.31,0.17,0.29,0.3,0.43,0.2,0.55,0.42,0.25,0.99,0.44,0.56
glelite.csv,0.29,0.82,0.19,0.53,0.45,0.74,0.21,0.28,0.42,0.85,0.91,0.66,0.53,0.41,0.1,0.69,0.45,1.0
jasperreports.csv,0.0,0.09,0.29,0.0,0.06,0.0,0.24,0.09,0.09,0.0,0.41,0.0,0.0,0.0,0.96,0.05,0.0,0.01
konversation.csv,0.0,0.09,0.29,0.07,0.35,0.18,0.91,0.0,0.22,0.07,0.0,0.04,0.0,0.0,0.18,0.15,0.13,0.15
miranda-icq.csv,0.26,0.43,0.1,0.28,0.32,0.35,0.25,0.07,0.3,0.38,0.42,0.47,0.3,0.95,0.21,0.15,0.34,0.3
olap-navigator.csv,0.44,0.97,0.26,0.48,0.41,0.62,0.3,0.28,0.45,0.71,0.55,0.37,0.36,0.38,0.21,0.58,0.29,0.76
pclasses.csv,0.95,0.53,0.2,0.29,0.33,0.0,0.11,0.21,0.14,0.1,0.57,0.08,0.09,0.07,0.09,0.3,0.12,0.15
plato.csv,0.29,0.49,0.17,0.31,0.43,0.0,0.22,0.22,0.33,0.69,1.0,0.14,0.23,0.16,0.05,0.44,0.25,0.79
re2c.csv,0.21,0.65,0.91,0.33,0.42,0.31,0.44,0.18,0.39,0.61,0.7,0.67,0.43,0.33,0.04,0.6,0.73,0.42
rebecca-aiml.csv,0.25,0.26,0.1,0.2,0.34,0.31,0.41,0.07,0.33,0.31,0.61,0.64,0.34,0.28,0.07,0.43,0.98,0.39
tzod.csv,0.27,0.53,0.1,1.0,0.45,0.73,0.25,0.21,0.24,0.35,0.59,0.52,0.46,0.41,0.09,0.62,0.45,0.6
wxcrp.csv,0.0,0.72,0.0,0.47,0.97,0.39,0.38,0.22,0.18,0.15,0.82,0.04,0.18,0.18,0.12,0.48,0.43,0.22
